iteration,bestSwarmValue
0,297
1,297
2,300
3,300
4,386
5,388
6,360
7,363
8,371
9,385
10,385
11,386
12,386
13,386
14,386
15,390
16,390
17,392
18,424
19,457
20,484
21,484
22,486
23,504
24,504
25,508
26,534
27,535
28,653
29,643
30,643
31,643
32,677
33,677
34,677
35,676
36,681
37,875
38,874
39,913
40,913
41,943
42,981
43,981
44,984
45,984
46,995
47,995
48,995
49,1020
50,1023
51,1027
52,1066
53,1072
54,1080
55,1088
56,1108
57,1110
58,1165
59,1165
60,1179
61,1179
62,1185
63,1185
64,1184
65,1184
66,1184
67,1223
68,1222
69,1221
70,1222
71,1272
72,1273
73,1274
74,1283
75,1237
76,1237
77,1240
78,1240
79,1240
80,1240
81,1240
82,1240
83,1247
84,1245
85,1260
86,1305
87,1380
88,1397
89,1517
90,1517
91,1593
92,1593
93,1511
94,1579
95,1578
96,1582
97,1577
98,1554
99,1598
100,1560
101,1563
102,1563
103,1555
104,1555
105,1556
106,1567
107,1567
108,1567
109,1554
110,1555
111,1555
112,1551
113,1551
114,1597
115,1609
116,1618
117,1623
118,1623
119,1624
120,1673
121,1708
122,1703
123,1659
124,1625
125,1625
126,1630
127,1630
128,1630
129,1631
130,1645
131,1658
132,1681
133,1751
134,1727
135,1745
136,1835
137,1854
138,1854
139,1847
140,1847
141,1846
142,1835
143,1879
144,1885
145,1894
146,1888
147,1898
148,1942
149,1928
150,1983
151,1982
152,1943
153,1942
154,1931
155,1930
156,2039
157,2041
158,2041
159,2014
160,1894
161,1898
162,1891
163,1889
164,1895
165,1908
166,1908
167,1975
168,2017
169,2017
170,2112
171,2214
172,2214
173,2212
174,2203
175,2203
176,2212
177,2211
178,2211
179,2212
180,2230
181,2230
182,2230
183,2227
184,2226
185,2292
186,2296
187,2336
188,2336
189,2418
190,2418
191,2303
192,2303
193,2286
194,2199
195,2092
196,2095
197,2069
198,2069
199,2069
200,2069
201,2079
202,2036
203,2086
204,2066
205,2066
206,2101
207,2101
208,2101
209,2106
210,2104
211,2130
212,2130
213,2240
214,2242
215,2272
216,2278
217,2278
218,2250
219,2250
220,2259
221,2313
222,2346
223,2348
224,2348
225,2348
226,2398
227,2390
228,2394
229,2394
230,2400
231,2355
232,2356
233,2292
234,2304
235,2304
236,2297
237,2289
238,2243
239,2284
240,2292
241,2294
242,2294
243,2294
244,2383
245,2431
246,2380
247,2379
248,2373
249,2401
250,2406
251,2406
252,2404
253,2409
254,2453
255,2453
256,2453
257,2453
258,2542
259,2544
260,2544
261,2546
262,2543
263,2563
264,2495
265,2472
266,2481
267,2485
268,2480
269,2479
270,2469
271,2469
272,2459
273,2502
274,2483
275,2483
276,2483
277,2514
278,2498
279,2490
280,2489
281,2514
282,2523
283,2523
284,2523
285,2522
286,2527
287,2525
288,2525
289,2524
290,2522
291,2509
292,2505
293,2506
294,2506
295,2474
296,2507
297,2513
298,2543
299,2513
300,2513
301,2515
302,2555
303,2685
304,2715
305,2715
306,2750
307,2774
308,2774
309,2733
310,2765
311,2765
312,2770
313,2873
314,2833
315,2835
316,2830
317,2830
318,2831
319,2800
320,2807
321,2807
322,2809
323,2774
324,2796
325,2796
326,2793
327,2792
328,2798
329,2870
330,2872
331,2880
332,2864
333,2864
334,2862
335,2862
336,2862
337,2818
338,2823
339,2823
340,2816
341,2746
342,2736
343,2750
344,2703
345,2697
346,2791
347,2725
348,2727
349,2729
350,2729
351,2733
352,2753
353,2755
354,2766
355,2779
356,2783
357,2882
358,2882
359,2878
360,2949
361,2942
362,2923
363,2927
364,2835
365,2835
366,2835
367,2767
368,2766
369,2766
370,2768
371,2758
372,2760
373,2760
374,2748
375,2706
376,2708
377,2707
378,2703
379,2703
380,2747
381,2747
382,2747
383,2751
384,2763
385,2758
386,2757
387,2752
388,2753
389,2778
390,2778
391,2815
392,2879
393,2875
394,2885
395,2893
396,2901
397,2821
398,2821
399,2859
400,2856
401,2856
402,2856
403,2734
404,2730
405,2730
406,2728
407,2729
408,2714
409,2716
410,2716
411,2716
412,2749
413,2712
414,2717
415,2728
416,2758
417,2752
418,2751
419,2774
420,2774
421,2781
422,2697
423,2630
424,2630
425,2628
426,2598
427,2710
428,2712
429,2711
430,2704
431,2668
432,2667
433,2678
434,2720
435,2730
436,2755
437,2719
438,2747
439,2747
440,2749
441,2775
442,2775
443,2765
444,2772
445,2779
446,2779
447,2779
448,2640
449,2676
450,2688
451,2688
452,2713
453,2679
454,2681
455,2753
456,2805
457,2920
458,2920
459,2805
460,2842
461,2795
462,2823
463,2768
464,2768
465,2743
466,2743
467,2657
468,2656
469,2656
470,2660
471,2654
472,2655
473,2673
474,2675
475,2655
476,2655
477,2654
478,2702
479,2692
480,2653
481,2680
482,2680
483,2746
484,2655
485,2655
486,2659
487,2706
488,2706
489,2708
490,2732
491,2713
492,2722
493,2730
494,2687
495,2630
496,2630
497,2715
498,2705
499,2705
500,2703
501,2696
502,2769
503,2803
504,2793
505,2698
506,2692
507,2683
508,2663
509,2670
510,2677
511,2677
512,2678
513,2675
514,2599
515,2553
516,2553
517,2582
518,2534
519,2525
520,2524
521,2532
522,2603
523,2599
524,2599
525,2583
526,2561
527,2558
528,2558
529,2474
530,2449
531,2481
532,2393
533,2396
534,2371
535,2396
536,2398
537,2398
538,2450
539,2450
540,2407
541,2407
542,2414
543,2416
544,2472
545,2471
546,2558
547,2531
548,2532
549,2530
550,2604
551,2564
