iteration,bestSwarmValue
0,259
1,259
2,259
3,259
4,302
5,304
6,337
7,337
8,337
9,337
10,367
11,352
12,342
13,406
14,406
15,406
16,406
17,456
18,456
19,456
20,456
21,460
22,460
23,460
24,460
25,460
26,428
27,428
28,429
29,429
30,499
31,499
32,499
33,499
34,499
35,499
36,499
37,499
38,499
39,499
40,499
41,538
42,576
43,576
44,576
45,538
46,538
47,541
48,541
49,541
50,541
51,539
52,539
53,539
54,540
55,540
56,540
57,541
58,542
59,542
60,583
61,583
62,583
63,583
64,583
65,583
66,582
67,582
68,588
69,593
70,593
71,608
72,665
73,685
74,690
75,544
76,575
77,575
78,575
79,575
80,577
81,577
82,577
83,581
84,604
85,604
86,610
87,610
88,616
89,616
90,656
91,656
92,656
93,656
94,656
95,656
96,648
97,648
98,657
99,655
100,655
101,655
102,673
103,673
104,673
105,674
106,666
107,666
108,661
109,661
110,661
111,661
112,668
113,669
114,669
115,678
116,678
117,678
118,678
119,678
120,682
121,682
122,682
123,694
124,724
125,726
126,732
127,732
128,726
129,726
130,754
131,756
132,756
133,755
134,755
135,755
136,754
137,754
138,754
139,754
140,765
141,765
142,765
143,765
144,765
145,765
146,765
147,765
148,765
149,765
150,753
151,751
152,751
153,751
154,751
155,751
156,748
157,819
158,819
159,819
160,821
161,821
162,821
163,821
164,821
165,822
166,822
167,822
168,822
169,822
170,821
171,821
172,821
173,995
174,1026
175,1026
176,1026
177,1026
178,1037
179,1037
180,1037
181,1037
182,1037
183,1037
184,1040
185,1040
186,1040
187,1070
188,1070
189,1070
190,1072
191,1072
192,1062
193,1067
194,1067
195,1067
196,1067
197,1067
198,1070
199,1069
200,1069
201,1065
202,1065
203,1065
204,1145
205,1145
206,1210
207,1210
208,1209
209,1209
210,1209
211,1209
212,1210
213,1209
214,1204
215,1204
216,1204
217,1196
218,1195
219,1195
220,1195
221,1195
222,1195
223,1193
224,1193
225,1112
226,1112
227,1112
228,1274
229,1274
230,1274
231,1287
232,1283
233,1283
234,1301
235,1301
236,1303
237,1303
238,1303
239,1302
240,1302
241,1302
242,1335
243,1335
244,1335
245,1322
246,1322
247,1325
248,1325
249,1325
250,1332
251,1332
252,1331
253,1333
254,1339
255,1339
256,1343
257,1343
258,1343
259,1493
260,1486
261,1486
262,1486
263,1480
264,1480
265,1473
266,1473
267,1473
268,1473
269,1473
270,1473
271,1473
272,1473
273,1473
274,1473
275,1473
276,1473
277,1473
278,1473
279,1473
280,1473
281,1473
282,1481
283,1481
284,1469
285,1469
286,1469
287,1469
288,1489
289,1489
