iteration,bestSwarmValue
0,354
1,386
2,386
3,387
4,420
5,470
6,476
7,476
8,476
9,576
10,577
11,586
12,647
13,650
14,650
15,682
16,685
17,725
18,747
19,749
20,749
21,754
22,761
23,761
24,762
25,822
26,757
27,778
28,778
29,810
30,810
31,803
32,803
33,803
34,803
35,803
36,780
37,835
38,867
39,867
40,869
41,864
42,865
43,868
44,929
45,783
46,784
47,852
48,852
49,914
50,912
51,911
52,1001
53,1001
54,1088
55,1085
56,1085
57,1085
58,1088
59,1091
60,1092
61,1100
62,1134
63,1134
64,1134
65,1140
66,1236
67,1243
68,1243
69,1243
70,1244
71,1244
72,1266
73,1267
74,1274
75,1296
76,1296
77,1301
78,1261
79,1280
80,1280
81,1283
82,1291
83,1291
84,1291
85,1291
86,1333
87,1333
88,1333
89,1377
90,1377
91,1377
92,1376
93,1389
94,1404
95,1427
96,1426
97,1426
98,1426
99,1426
100,1428
101,1450
102,1454
103,1455
104,1455
105,1455
106,1489
107,1493
108,1505
109,1515
110,1515
111,1515
112,1515
113,1510
114,1512
115,1512
116,1489
117,1490
118,1508
119,1508
120,1515
121,1511
122,1511
123,1504
124,1505
125,1505
126,1488
127,1488
128,1489
129,1527
130,1527
131,1527
132,1527
133,1531
134,1545
135,1544
136,1548
137,1551
138,1550
139,1556
140,1565
141,1557
142,1557
143,1557
144,1557
145,1558
146,1558
147,1541
148,1570
149,1638
150,1679
151,1659
152,1657
153,1691
154,1660
155,1660
156,1660
157,1660
158,1664
159,1664
160,1664
161,1670
162,1671
163,1661
164,1661
165,1661
166,1661
167,1661
168,1661
169,1682
170,1686
171,1719
172,1722
173,1803
174,1901
175,1902
176,1943
177,1929
178,1927
179,1937
180,1943
181,1943
182,1945
183,1947
184,1935
185,1949
186,1958
187,1992
188,1992
189,1992
190,1999
191,2000
192,2008
193,2008
194,2008
195,2003
196,1956
197,1956
198,1957
199,1957
200,1971
201,2114
202,2116
203,2066
204,2063
205,2063
206,2104
207,2109
208,2109
209,2109
210,2109
211,2109
212,2154
213,2149
214,2225
215,2225
216,2264
217,2251
218,2256
219,2257
220,2310
221,2308
222,2308
223,2308
224,2307
225,2307
226,2343
227,2345
228,2345
229,2385
230,2385
231,2386
232,2386
233,2339
234,2358
235,2357
236,2357
237,2326
238,2334
239,2343
240,2403
241,2403
242,2403
243,2421
244,2431
245,2431
246,2431
247,2431
248,2431
249,2429
250,2379
251,2418
252,2424
253,2486
254,2488
255,2564
256,2564
257,2565
258,2566
259,2566
260,2578
261,2567
262,2571
263,2585
264,2584
265,2581
266,2581
267,2581
268,2572
269,2571
270,2571
271,2574
272,2478
273,2478
274,2423
275,2426
276,2430
277,2428
278,2495
279,2495
280,2496
281,2496
282,2496
283,2494
284,2498
285,2519
286,2559
287,2563
288,2556
289,2554
290,2559
291,2559
292,2559
293,2559
294,2559
295,2564
296,2588
297,2553
298,2553
299,2543
300,2557
301,2683
302,2685
303,2649
304,2649
305,2648
306,2696
307,2693
308,2778
309,2775
310,2780
311,2786
312,2826
