iteration,bestSwarmValue
0,366
1,366
2,408
3,417
4,417
5,417
6,418
7,425
8,423
9,430
10,429
11,432
12,447
13,448
14,469
15,483
16,513
17,497
18,498
19,498
20,500
21,501
22,511
23,523
24,530
25,533
26,588
27,596
28,616
29,666
30,686
31,732
32,732
33,733
34,733
35,801
36,842
37,869
38,869
39,869
40,897
41,897
42,897
43,970
44,970
45,1036
46,1036
47,1035
48,1039
49,998
50,1000
51,1000
52,1000
53,1030
54,1030
55,1026
56,1036
57,1052
58,1052
59,1053
60,1047
61,1049
62,1049
63,1050
64,1058
65,1059
66,1059
67,1099
68,1101
69,1102
70,1149
71,1149
72,1151
73,1169
74,1183
75,1220
76,1231
77,1237
78,1237
79,1229
80,1308
81,1301
82,1309
83,1317
84,1321
85,1288
86,1321
87,1322
88,1322
89,1235
90,1237
91,1294
92,1315
93,1315
94,1315
95,1333
96,1421
97,1434
98,1438
99,1437
100,1440
101,1440
102,1440
103,1497
104,1499
105,1532
106,1565
107,1565
108,1536
109,1492
110,1494
111,1498
112,1503
113,1497
114,1568
115,1505
116,1513
117,1448
118,1447
119,1508
120,1497
121,1497
122,1497
123,1554
124,1566
125,1568
126,1665
127,1680
128,1680
129,1680
130,1699
131,1703
132,1684
133,1625
134,1659
135,1646
136,1651
137,1649
138,1649
139,1646
140,1644
141,1644
142,1644
143,1644
144,1633
145,1633
146,1698
147,1700
148,1733
149,1749
150,1749
151,1773
152,1773
153,1794
154,1794
155,1786
156,1786
157,1798
158,1760
159,1760
160,1745
161,1775
162,1784
163,1780
164,1780
165,1785
166,1785
167,1788
168,1803
169,1801
170,1805
171,1752
172,1757
173,1757
174,1808
175,1807
176,1880
177,1880
178,1878
179,1878
180,1878
181,1871
182,1872
183,1900
184,1900
185,1915
186,1915
187,1889
188,1889
189,1938
190,1938
191,1970
192,1975
193,1978
194,1979
195,1969
196,1973
197,1941
198,1946
199,1945
200,1979
201,1981
202,1978
203,1979
204,1979
205,1989
206,1989
207,1985
208,1985
209,1983
210,1983
211,2045
212,2045
213,2104
214,2085
215,2080
216,2075
217,2075
218,2075
219,2060
220,2051
221,2053
222,2046
223,2046
224,2052
225,2078
226,2079
227,2075
228,2083
229,2184
230,2195
231,2181
232,2253
233,2253
234,2261
235,2259
236,2259
237,2259
238,2250
239,2247
240,2240
241,2199
242,2185
243,2274
244,2283
245,2311
246,2313
247,2313
248,2306
249,2305
250,2346
251,2326
252,2345
253,2344
254,2344
255,2474
256,2487
257,2487
258,2482
259,2485
260,2485
261,2500
262,2499
263,2521
264,2530
265,2536
266,2530
267,2530
268,2530
269,2533
270,2532
271,2531
272,2481
273,2485
274,2536
275,2536
276,2532
277,2513
278,2533
279,2562
280,2563
281,2563
282,2571
283,2573
284,2586
285,2586
286,2586
287,2639
288,2594
289,2595
290,2595
291,2603
292,2635
293,2635
294,2644
295,2654
296,2658
297,2665
298,2665
299,2701
300,2704
301,2705
302,2703
303,2734
304,2720
305,2720
306,2721
307,2718
308,2754
309,2770
310,2760
311,2763
312,2760
313,2707
314,2685
315,2681
316,2679
317,2679
318,2678
319,2681
320,2639
321,2617
322,2609
323,2639
324,2640
325,2637
326,2656
327,2723
328,2722
329,2722
330,2719
331,2684
332,2683
333,2679
334,2659
335,2675
336,2675
337,2672
338,2693
339,2628
340,2654
341,2676
342,2675
343,2688
344,2649
345,2658
346,2658
347,2658
348,2658
349,2713
350,2684
351,2696
352,2693
353,2682
354,2678
355,2669
356,2663
357,2630
358,2635
359,2635
360,2635
361,2651
362,2651
363,2629
364,2604
365,2604
366,2536
367,2536
368,2531
369,2480
370,2436
371,2436
372,2447
373,2444
374,2441
375,2455
376,2457
377,2446
378,2452
379,2456
380,2494
381,2493
382,2549
383,2544
384,2550
385,2550
386,2546
387,2552
388,2528
389,2525
390,2586
391,2574
392,2578
393,2498
394,2434
395,2445
396,2486
397,2529
398,2489
399,2489
400,2490
401,2502
402,2501
403,2500
404,2461
405,2462
406,2462
407,2469
408,2470
409,2466
410,2467
411,2455
412,2471
413,2440
414,2436
415,2429
416,2356
417,2357
418,2361
419,2365
420,2358
421,2358
422,2362
423,2370
424,2402
425,2403
426,2454
427,2486
428,2471
429,2509
430,2510
431,2510
432,2453
433,2452
434,2468
435,2468
436,2470
437,2541
438,2543
439,2494
440,2494
441,2446
442,2440
443,2500
444,2580
445,2613
446,2601
447,2586
448,2515
449,2515
450,2515
451,2495
452,2485
453,2470
454,2446
455,2446
456,2439
457,2443
458,2443
459,2443
460,2443
461,2443
462,2443
463,2409
464,2430
465,2431
466,2332
467,2332
468,2334
469,2334
470,2353
471,2398
472,2396
473,2376
474,2386
475,2387
476,2388
477,2486
478,2545
479,2528
480,2528
481,2498
482,2494
483,2495
484,2495
485,2465
486,2465
487,2492
488,2470
489,2472
490,2482
491,2478
492,2461
493,2454
494,2432
495,2441
496,2506
497,2492
498,2492
499,2494
500,2508
501,2508
502,2508
503,2508
504,2521
505,2461
506,2397
507,2394
508,2394
509,2395
510,2395
511,2335
512,2335
513,2335
514,2314
515,2314
516,2404
517,2411
518,2411
519,2411
520,2411
521,2431
522,2423
523,2447
524,2447
525,2506
526,2509
527,2499
528,2504
529,2507
530,2492
531,2486
532,2491
