iteration,bestSwarmValue
0,298
1,300
2,327
3,342
4,357
5,358
6,357
7,404
8,416
9,423
10,467
11,471
12,471
13,566
14,631
15,633
16,642
17,642
18,645
19,658
20,680
21,681
22,681
23,707
24,707
25,750
26,751
27,751
28,751
29,751
30,751
31,774
32,773
33,801
34,801
35,802
36,813
37,798
38,798
39,809
40,809
41,809
42,810
43,828
44,892
45,889
46,889
47,891
48,888
49,890
50,915
51,942
52,942
53,955
54,984
55,986
56,1028
57,1028
58,1028
59,1028
60,1028
61,1028
62,1028
63,1060
64,1130
65,1088
66,1088
67,1088
68,1088
69,1088
70,1009
71,1009
72,1009
73,1009
74,1012
75,1037
76,1147
77,1152
78,1141
79,1142
80,1142
81,1142
82,1150
83,1150
84,1150
85,1150
86,1151
87,1151
88,1151
89,1151
90,1151
91,1168
92,1168
93,1187
94,1186
95,1178
96,1178
97,1179
98,1179
99,1272
100,1272
101,1272
102,1272
103,1297
104,1297
105,1292
106,1301
107,1278
108,1278
109,1395
110,1395
111,1395
112,1391
113,1388
114,1388
115,1388
116,1397
117,1446
118,1446
119,1453
120,1458
121,1474
122,1475
123,1567
124,1567
125,1565
126,1565
127,1565
128,1563
129,1563
130,1563
131,1563
132,1553
133,1590
134,1591
135,1591
136,1650
137,1728
138,1728
139,1739
140,1739
141,1739
142,1739
143,1739
144,1738
145,1740
146,1740
147,1670
148,1670
149,1670
150,1676
151,1647
152,1627
153,1627
154,1627
155,1619
156,1619
157,1570
158,1571
159,1570
160,1568
161,1578
162,1578
163,1619
164,1619
165,1619
166,1625
167,1698
168,1698
169,1698
170,1694
171,1766
172,1766
173,1766
174,1767
175,1726
176,1726
177,1730
178,1730
179,1730
180,1728
181,1728
182,1941
183,1943
184,2003
185,2010
186,2113
187,2069
188,2063
189,2066
190,2062
191,2042
192,2121
193,2121
194,2121
195,2131
196,2128
197,2128
198,2129
199,2129
200,2129
201,2134
202,2089
203,2089
204,2140
205,2140
206,2141
207,2143
208,2244
209,2246
210,2246
211,2259
212,2295
213,2298
214,2295
215,2296
216,2337
217,2337
218,2211
219,2158
220,2149
221,2161
222,2035
223,2046
224,2088
225,2088
226,2088
227,2088
228,2224
229,2224
230,2224
231,2274
232,2262
233,2399
234,2514
235,2470
236,2470
237,2470
238,2470
239,2468
240,2468
241,2468
242,2474
243,2467
244,2467
245,2378
246,2378
247,2384
248,2384
249,2387
250,2378
251,2379
252,2380
253,2380
254,2431
255,2430
256,2430
257,2438
258,2529
259,2533
260,2534
261,2520
262,2518
263,2398
264,2390
265,2412
266,2492
267,2404
268,2346
269,2346
270,2346
271,2291
272,2373
273,2312
274,2312
275,2425
276,2425
277,2425
278,2425
279,2425
280,2381
281,2401
282,2407
283,2415
284,2497
285,2503
286,2514
287,2492
288,2492
289,2494
290,2494
291,2490
292,2485
293,2485
294,2416
295,2416
296,2417
297,2417
298,2417
299,2315
300,2324
301,2281
302,2335
303,2335
304,2334
305,2405
306,2405
307,2471
308,2491
309,2597
310,2623
311,2623
312,2624
313,2629
314,2647
315,2656
316,2654
317,2655
318,2655
319,2649
320,2543
321,2546
322,2526
323,2526
324,2505
325,2505
326,2512
327,2505
328,2503
329,2509
330,2504
331,2637
332,2637
333,2640
334,2640
335,2543
336,2542
337,2537
338,2545
339,2544
340,2544
341,2544
342,2576
343,2577
344,2629
345,2629
346,2736
347,2739
348,2761
349,2742
350,2742
351,2751
352,2751
353,2751
354,2742
355,2742
356,2742
357,2742
358,2739
359,2617
360,2493
361,2493
362,2493
363,2492
364,2492
365,2497
366,2497
367,2497
368,2425
369,2476
370,2477
371,2537
372,2557
373,2557
374,2428
375,2438
376,2438
377,2434
378,2435
379,2510
380,2510
381,2510
382,2495
383,2523
384,2516
385,2507
386,2402
387,2407
388,2366
389,2390
390,2402
391,2500
392,2500
393,2509
394,2509
395,2475
396,2475
397,2475
398,2475
399,2475
400,2464
401,2464
402,2406
403,2406
404,2406
405,2406
406,2356
407,2292
408,2292
409,2257
410,2257
411,2257
412,2252
413,2253
414,2254
415,2254
416,2255
417,2290
418,2290
419,2297
420,2297
421,2298
422,2302
423,2302
424,2328
425,2327
426,2309
427,2291
428,2291
429,2294
430,2280
431,2280
432,2279
433,2282
434,2282
435,2280
436,2280
437,2310
438,2310
439,2301
440,2301
441,2309
442,2309
443,2309
444,2309
445,2309
446,2309
447,2240
448,2235
449,2235
450,2236
451,2237
452,2248
453,2310
454,2312
455,2252
456,2252
457,2253
458,2254
459,2250
460,2244
461,2244
462,2168
463,2183
464,2183
465,2099
466,2099
467,2092
468,2154
469,2154
470,2160
471,2149
472,2105
473,2109
474,2110
475,2110
476,2110
477,2165
478,2165
479,2165
480,2235
481,2236
482,2236
483,2246
484,2420
485,2420
486,2544
487,2544
488,2547
489,2592
490,2532
491,2538
492,2770
493,2763
494,2850
495,2850
496,2842
497,2770
