iteration,bestSwarmValue
0,282
1,282
2,324
3,330
4,330
5,331
6,331
7,330
8,330
9,330
10,330
11,332
12,335
13,336
14,336
15,400
16,412
17,415
18,415
19,490
20,508
21,511
22,552
23,552
24,552
25,608
26,611
27,602
28,678
29,678
30,678
31,689
32,689
33,688
34,682
35,685
36,751
37,801
38,803
39,833
40,833
41,834
42,918
43,1002
44,1002
45,1020
46,1032
47,1032
48,1044
49,1043
50,1034
51,1069
52,1133
53,1133
54,1137
55,1137
56,1137
57,1137
58,1184
59,1141
60,1142
61,1147
62,1150
63,1151
64,1158
65,1166
66,1166
67,1163
68,1163
69,1166
70,1166
71,1166
72,1166
73,1204
74,1204
75,1204
76,1185
77,1185
78,1193
79,1193
80,1188
81,1186
82,1183
83,1259
84,1260
85,1263
86,1342
87,1348
88,1424
89,1425
90,1508
91,1508
92,1516
93,1516
94,1516
95,1520
96,1500
97,1842
98,1841
99,1825
100,1828
101,1829
102,1826
103,1826
104,1887
105,1776
106,1731
107,1731
108,1778
109,1735
110,1735
111,1736
112,1736
113,1738
114,1731
115,1732
116,1732
117,1739
118,1739
119,1733
120,1665
121,1770
122,1770
123,1773
124,1773
125,1773
126,1830
127,1830
128,1830
129,1840
130,1840
131,1841
132,1820
133,1743
134,1743
135,1892
136,1891
137,1952
138,1952
139,1872
140,1872
141,1878
142,1879
143,1879
144,2042
145,2040
146,2041
147,2041
148,2041
149,2041
150,2041
151,2071
152,2071
153,2060
154,2067
155,2067
156,2067
157,2067
158,2067
159,2069
160,2069
161,2062
162,2062
163,2062
164,2062
165,2062
166,2062
167,2062
168,2065
169,2066
170,2063
171,2060
172,2060
173,2060
174,2094
175,2098
176,2117
177,2117
178,2114
179,2120
180,2120
181,2186
182,2086
183,2086
184,2081
185,2076
186,2076
187,2076
188,1889
189,1892
190,1892
191,1894
192,1893
193,1861
194,1869
195,1869
196,1869
197,1866
198,1866
199,1868
200,1868
201,1867
202,1867
203,1874
204,1877
205,2048
206,2048
207,2309
208,2309
209,2408
210,2408
211,2408
212,2420
213,2422
214,2423
215,2540
216,2540
217,2540
218,2667
219,2661
220,2625
221,2624
222,2592
223,2565
224,2639
225,2639
226,2640
227,2640
228,2640
229,2640
230,2646
231,2656
232,2680
233,2673
234,2674
235,2681
236,2686
237,2686
238,2686
239,2690
240,2688
241,2764
242,2766
243,2756
244,2758
245,2758
246,2756
247,2756
248,2756
249,2756
250,2756
251,2853
252,2853
253,2855
254,2854
255,2854
256,2854
257,2596
258,2596
259,2596
260,2596
261,2595
262,2848
263,2848
264,2847
265,2847
266,2847
267,2847
268,2852
269,2852
270,2850
271,2850
272,2848
273,2974
274,2968
275,2964
276,2964
277,2969
278,2969
279,2969
280,2964
281,2971
282,2971
283,2970
284,2970
285,2972
286,2974
287,2978
288,2944
289,2943
290,2979
291,3032
292,3032
293,3032
294,3032
295,3032
296,3073
297,3067
298,3071
299,3010
300,3010
301,3011
302,3011
303,3085
304,3080
305,3087
306,3005
307,3005
308,3005
309,3006
310,3005
311,3005
312,3006
313,3006
314,3007
315,3012
316,3012
317,3010
318,3010
319,3091
320,3139
321,3196
322,3189
323,3189
324,3151
325,3150
326,3110
327,3258
328,3242
329,3208
330,3215
331,3208
332,3035
333,3035
334,3013
335,3013
336,3061
337,3196
338,3217
339,3216
340,3238
341,3234
342,3233
343,3241
344,3323
345,3323
346,3132
347,3132
348,3171
349,3141
350,3141
351,3139
352,3139
353,3140
354,3140
355,3139
356,3127
357,3320
358,3370
359,3380
360,3384
361,3384
362,3461
363,3461
364,3468
365,3525
366,3506
367,3506
368,3541
369,3407
370,3407
371,3407
372,3407
373,3407
374,3409
375,3413
376,3428
377,3409
378,3442
379,3441
380,3440
381,3436
382,3359
383,3358
384,3358
385,3231
386,3231
387,3235
388,3235
389,3235
390,3227
391,3193
392,3193
393,3193
394,3204
395,3202
396,3202
397,3202
398,3205
399,3211
400,3211
401,3211
402,3059
403,3051
404,3167
405,3167
406,3163
407,3163
408,3163
409,3179
410,3179
411,3184
412,3184
413,3184
414,3264
415,3264
416,3264
417,3264
418,3342
419,3343
420,3346
421,3346
422,3339
423,3340
424,3340
425,3340
426,3360
427,3360
428,3431
429,3431
430,3424
431,3378
432,3378
433,3380
434,3382
435,3586
436,3807
437,3831
438,3706
439,3711
440,3716
441,3716
442,3716
443,3716
444,3716
445,3650
446,3650
447,3650
448,3583
449,3588
450,3684
451,3684
452,3635
453,3635
454,3630
455,3630
456,3639
457,3672
458,3615
459,3673
460,3542
461,3548
462,3548
463,3546
464,3551
465,3553
466,3554
467,3558
468,3498
469,3498
470,3500
471,3435
472,3439
473,3486
474,3478
475,3425
476,3418
477,3388
478,3386
479,3386
480,3389
481,3388
482,3402
483,3402
484,3402
485,3408
486,3478
487,3478
488,3472
489,3466
490,3466
491,3465
492,3463
493,3455
494,3519
495,3521
496,3521
497,3521
498,3521
499,3521
500,3513
501,3478
502,3479
503,3483
504,3666
505,3689
506,3689
507,3705
508,3710
509,3710
510,3710
511,3716
512,3716
513,3656
514,3653
515,3661
516,3582
517,3580
518,3580
519,3560
520,3561
521,3561
522,3561
523,3561
524,3561
525,3571
526,3571
527,3571
528,3571
529,3569
530,3569
531,3569
532,3604
533,3604
534,3604
535,3414
536,3447
537,3365
538,3365
539,3361
540,3406
541,3405
542,3414
543,3396
544,3373
545,3407
546,3365
547,3365
548,3365
549,3366
550,3364
551,3540
552,3532
553,3533
554,3698
555,3698
556,3658
557,3658
558,3608
559,3577
560,3572
561,3531
562,3528
563,3520
564,3402
565,3404
566,3404
567,3468
568,3481
569,3515
570,3565
571,3595
572,3595
573,3597
574,3664
575,3664
576,3671
577,3693
578,3678
579,3573
580,3574
581,3577
582,3577
583,3584
584,3585
585,3723
586,3732
587,3610
588,3610
589,3610
590,3620
591,3614
592,3698
593,3698
594,3794
595,3794
596,3794
597,3794
598,3794
599,3629
600,3674
601,3675
602,3685
603,3723
604,3725
605,3725
606,3679
607,3691
608,3690
609,3690
610,3690
611,3684
612,3684
613,3682
614,3708
615,3710
616,3710
617,3588
618,3588
619,3588
620,3544
621,3546
622,3539
623,3542
624,3425
625,3427
626,3422
627,3404
628,3404
629,3404
630,3360
631,3353
632,3353
633,3353
634,3351
635,3571
636,3571
637,3503
638,3506
639,3508
640,3404
641,3404
642,3299
643,3295
644,3257
645,3255
646,3333
647,3334
648,3334
649,3291
650,3358
651,3359
652,3333
653,3328
654,3329
655,3329
656,3287
657,3289
658,3289
659,3328
660,3327
661,3335
662,3335
663,3338
664,3317
665,3317
666,3317
667,3319
668,3271
669,3264
670,3213
671,3297
672,3302
673,3302
674,3302
675,3256
676,3256
677,3256
678,3255
679,3268
680,3257
681,3217
682,3209
683,3209
684,3203
685,3203
686,3216
687,3224
688,3226
689,3212
690,3212
691,3213
692,3198
693,3198
694,3197
695,3197
696,3199
697,3199
698,3199
699,3199
700,3199
701,3199
702,3213
703,3213
704,3362
705,3243
706,3036
707,3065
708,3175
709,3153
710,3406
711,3406
712,3406
713,3406
714,3409
715,3410
716,3409
717,3463
718,3463
719,3463
720,3583
721,3583
722,3580
723,3579
724,3581
725,3576
726,3576
727,3639
728,3534
729,3534
730,3534
731,3554
732,3553
733,3523
734,3523
735,3523
736,3526
737,3526
738,3641
739,3641
740,3637
741,3596
742,3596
743,3568
744,3575
745,3567
746,3628
747,3626
748,3539
749,3536
750,3536
751,3536
752,3536
753,3534
754,3534
755,3583
756,3633
757,3633
758,3633
759,3633
760,3636
761,3680
762,3681
763,3681
764,3686
765,3637
766,3634
767,3862
768,4015
769,4015
770,4015
771,4013
772,4015
773,4142
774,4129
775,4129
776,4128
777,4139
778,4132
779,4127
780,4127
781,4064
782,4147
783,4192
784,4183
785,4192
786,4192
787,4192
788,4192
789,4127
790,4127
791,4118
792,4118
793,4118
794,4118
795,4118
796,4118
797,4118
798,4078
799,4078
800,4079
801,4079
802,4079
803,4084
804,4081
805,4081
806,4124
807,4130
808,4130
809,4131
810,4131
811,4125
812,4119
813,4119
814,4244
815,4242
816,4187
817,4182
818,4229
819,4229
820,4236
821,4236
822,4236
823,4236
824,4237
825,4156
826,3990
827,3829
828,3871
829,3871
830,3871
831,3913
832,3915
833,3915
834,3915
835,3914
836,3990
837,3989
838,3993
839,3990
840,3988
841,3988
842,3996
843,3996
844,4036
845,4032
846,4032
847,4034
848,3973
849,3973
850,3973
851,3967
852,4076
853,4064
854,4058
855,4138
856,4139
857,4199
858,4196
859,4196
860,4200
861,4207
862,4209
863,4209
864,4209
865,4209
866,4209
867,4246
868,4102
869,4100
870,4100
871,4102
872,4108
873,4108
874,4114
875,4114
876,4070
877,4070
878,4069
879,4069
880,4062
881,4066
882,4066
883,4068
884,4068
885,4068
886,4068
887,4072
888,4072
889,4072
890,4067
891,4060
892,4060
893,4065
894,4065
895,4065
896,4065
897,4085
898,4052
899,4059
900,4059
901,4101
902,4118
903,4118
904,4117
905,4115
906,4183
907,4175
908,4169
909,4252
910,4274
911,4276
912,4332
913,4331
914,4331
915,4298
916,4190
917,4193
918,4193
919,4193
920,4184
921,4184
922,4184
923,4184
924,4180
925,4180
926,4175
927,4175
928,4180
929,4188
930,4128
931,4058
932,3934
933,3917
934,3917
935,3917
936,3924
937,3924
938,3924
939,3963
940,3964
941,3964
942,3965
943,4051
944,4051
945,4011
946,4014
947,4014
948,4014
949,3989
950,3988
951,3988
952,3986
953,3985
954,4043
955,4046
956,4046
957,4048
958,4037
959,4043
960,4043
961,4043
962,4122
963,4018
964,3862
965,3905
966,3905
967,3905
968,3897
969,3897
970,3955
971,3955
972,4064
973,4063
974,3961
975,3961
976,3939
977,3936
978,3935
979,4008
980,3971
981,3985
982,3986
983,3980
984,3989
985,3994
986,3994
987,3992
988,3992
989,3987
990,3987
991,3945
992,3943
993,3943
994,3937
995,3948
996,3952
997,3952
998,3955
999,3955
1000,3955
1001,3959
1002,3959
1003,3978
1004,3973
1005,3976
1006,4089
1007,4073
1008,4020
1009,4019
1010,4019
1011,4019
1012,4017
1013,4017
1014,4019
1015,4010
1016,4021
1017,4026
1018,4026
1019,4027
1020,4025
1021,4024
1022,4021
1023,4017
1024,4005
1025,4012
1026,3947
1027,3949
1028,3949
1029,3980
1030,3980
1031,3981
1032,3982
1033,3979
1034,3979
1035,3981
1036,4113
1037,4113
1038,4092
1039,4195
1040,4195
1041,4195
