iteration,bestSwarmValue
0,1094
1,1106
2,1106
3,1106
4,1106
5,1105
6,1105
7,1126
8,1134
9,1159
10,1161
11,1161
12,1161
13,1162
14,1178
15,1178
16,1178
17,1207
18,1243
19,1244
20,1245
21,1245
22,1246
23,1246
24,1247
25,1247
26,1293
27,1325
28,1360
29,1360
30,1360
31,1363
32,1362
33,1432
34,1433
35,1461
36,1461
37,1506
38,1514
39,1515
40,1513
41,1485
42,1490
43,1499
44,1499
45,1561
46,1564
47,1564
48,1564
49,1602
50,1649
51,1701
52,1712
53,1712
54,1716
55,1730
56,1764
57,1766
58,1767
59,1770
60,1786
61,1822
62,1841
63,1846
64,1855
65,1857
66,1858
67,1858
68,1870
69,1870
70,1871
71,1895
72,1895
73,1928
74,1932
75,1940
76,1919
77,1919
78,1925
79,1925
80,1925
81,1920
82,1914
83,1991
84,1991
85,1992
86,1992
87,1992
88,1992
89,2003
90,2003
91,1982
92,1981
93,1974
94,1990
95,1993
96,1993
97,2064
98,2093
99,2093
100,2093
101,2093
102,2107
103,2115
104,2117
105,2117
106,2117
107,2117
108,2117
109,2163
110,2075
111,2084
112,2085
113,2085
114,2081
115,2109
116,2104
117,2105
118,2110
119,2112
120,2118
121,2114
122,2170
123,2170
124,2211
125,2244
126,2244
127,2248
128,2249
129,2259
130,2266
131,2267
132,2269
133,2270
134,2249
135,2249
136,2249
137,2275
138,2276
139,2292
140,2293
141,2304
142,2324
143,2298
144,2367
145,2367
146,2366
147,2362
148,2429
149,2431
150,2473
151,2370
152,2370
153,2370
154,2390
155,2317
156,2319
157,2319
158,2408
159,2419
160,2419
161,2411
162,2400
163,2436
164,2477
165,2477
166,2477
167,2477
168,2479
169,2532
170,2477
171,2474
172,2506
173,2576
174,2576
175,2596
176,2595
177,2610
178,2609
179,2617
180,2660
181,2660
182,2660
183,2662
184,2727
185,2727
186,2731
187,2705
188,2728
189,2759
190,2744
191,2744
192,2723
193,2732
194,2744
195,2704
196,2735
197,2748
198,2784
199,2784
200,2767
201,2748
202,2801
203,2803
204,2803
205,2803
206,2803
207,2825
208,2826
209,2894
210,2894
211,2915
212,2890
213,2891
214,2889
215,2889
216,2948
217,2948
218,2948
219,2949
220,2950
221,2949
222,2972
223,2975
224,2900
225,2900
226,2906
227,2910
228,2917
229,2918
230,2874
231,2875
232,2840
233,2841
234,2839
235,2894
236,2895
237,2897
238,2842
239,2885
240,2885
241,2886
242,2887
243,2887
244,2881
245,2881
246,2882
247,2876
248,2904
249,2905
250,2920
251,2920
252,2924
253,2963
254,2997
255,3023
256,3026
257,3033
258,3031
259,3033
260,3012
261,3012
262,3041
263,3036
264,3052
265,3051
266,3107
267,3100
268,3100
269,3106
270,3106
271,3069
272,3091
273,3100
274,3135
275,3135
276,3140
277,3187
278,3197
279,3187
