iteration,bestSwarmValue
0,294
1,306
2,326
3,350
4,360
5,360
6,359
7,359
8,359
9,360
10,368
11,371
12,371
13,371
14,371
15,371
16,384
17,393
18,395
19,398
20,398
21,391
22,391
23,393
24,442
25,442
26,453
27,457
28,457
29,461
30,464
31,471
32,481
33,484
34,489
35,493
36,529
37,545
38,545
39,545
40,547
41,569
42,577
43,578
44,576
45,627
46,629
47,635
48,638
49,651
50,652
51,654
52,657
53,657
54,660
55,662
56,664
57,728
58,728
59,730
60,737
61,737
62,737
63,737
64,737
65,736
66,734
67,734
68,741
69,741
70,741
71,741
72,749
73,751
74,753
75,751
76,788
77,832
78,877
79,881
80,878
81,878
82,878
83,878
84,878
85,878
86,907
87,898
88,898
89,959
90,1016
91,1016
92,1017
93,1022
94,1022
95,1022
96,1113
97,1160
98,1191
99,1191
100,1191
101,1209
102,1209
103,1209
104,1203
105,1213
106,1201
107,1232
108,1232
109,1245
110,1245
111,1242
112,1243
113,1167
114,1167
115,1167
116,1173
117,1192
118,1190
119,1188
120,1203
121,1203
122,1203
123,1213
124,1208
125,1280
126,1296
127,1351
128,1347
129,1290
130,1290
131,1285
132,1287
133,1289
134,1289
135,1287
136,1292
137,1292
138,1294
139,1288
140,1289
141,1288
142,1283
143,1283
144,1281
145,1250
146,1247
147,1239
148,1302
149,1302
150,1311
151,1312
152,1314
153,1405
154,1404
155,1409
156,1404
157,1404
158,1404
159,1405
160,1410
161,1411
162,1507
163,1498
164,1499
165,1484
166,1484
167,1409
168,1411
169,1412
170,1491
171,1491
172,1490
173,1493
174,1536
175,1566
176,1568
177,1567
178,1579
179,1619
180,1614
181,1615
182,1615
183,1615
184,1619
185,1688
186,1672
187,1570
188,1588
189,1581
190,1652
191,1648
192,1652
193,1651
194,1696
195,1765
196,1765
197,1767
198,1741
199,1741
200,1743
201,1743
202,1698
203,1759
204,1807
205,1807
206,1778
207,1784
208,1785
209,1820
210,1812
211,1809
212,1819
213,1817
214,1818
215,1818
216,1842
217,1912
218,1951
219,1951
220,1951
221,1951
222,1944
223,1939
224,1917
225,1913
226,1911
227,1911
228,1911
229,1872
230,1877
231,1878
232,1905
233,1907
234,1948
235,1948
236,1948
237,1939
238,1952
239,2006
240,2006
241,2004
242,2002
243,1967
244,1967
245,2046
246,2118
247,2117
248,2017
249,2031
250,2029
251,2021
252,2021
253,2003
254,1939
255,1939
256,1939
257,1939
258,1938
259,1940
260,1940
261,1989
262,1994
263,1995
264,2025
265,2006
266,2002
267,2023
268,2023
269,2049
270,2049
271,2108
272,2094
273,2115
274,2117
275,2123
276,2121
277,2135
278,2122
279,2122
280,2134
281,2096
282,2098
283,2089
284,2091
285,2087
286,2092
287,2097
288,2107
289,2116
290,2124
291,2127
292,2114
293,2104
294,2102
295,2111
296,2110
297,2108
298,2110
299,2109
300,2117
301,2120
302,2160
303,2160
304,2164
305,2195
306,2161
307,2160
308,2137
309,2142
310,2120
311,2101
312,2101
313,2101
314,2101
315,2102
316,2102
317,2102
318,2190
319,2177
320,2166
321,2161
322,2247
323,2237
324,2237
325,2237
326,2255
327,2280
328,2317
329,2319
330,2317
331,2316
332,2316
333,2308
334,2304
335,2323
336,2323
337,2327
338,2308
339,2313
340,2310
341,2312
342,2312
343,2333
344,2448
345,2467
346,2523
347,2528
348,2529
349,2529
350,2525
351,2528
352,2509
353,2515
354,2525
355,2523
356,2520
357,2520
358,2522
359,2553
360,2637
361,2635
362,2635
363,2635
364,2619
365,2622
366,2621
367,2621
368,2621
369,2621
370,2612
371,2633
372,2637
373,2624
374,2615
375,2597
376,2597
377,2601
378,2590
379,2581
380,2583
381,2584
382,2582
383,2599
384,2526
385,2522
386,2508
387,2511
388,2512
389,2513
390,2515
391,2513
392,2515
393,2512
394,2512
395,2512
396,2558
397,2560
398,2556
399,2556
400,2482
401,2481
402,2528
403,2526
404,2526
405,2528
406,2555
407,2556
408,2555
409,2644
410,2650
411,2652
412,2681
413,2726
414,2639
415,2646
416,2646
417,2626
418,2626
419,2666
420,2672
421,2697
422,2699
423,2704
424,2681
425,2678
426,2676
427,2690
428,2698
429,2698
430,2662
431,2647
432,2621
433,2621
434,2631
435,2631
436,2642
437,2639
438,2649
439,2645
440,2654
441,2654
442,2651
443,2652
444,2652
445,2653
446,2653
447,2653
448,2638
449,2662
450,2643
451,2680
452,2703
453,2696
454,2685
455,2685
456,2650
457,2591
458,2618
459,2562
460,2577
461,2596
462,2596
463,2537
464,2546
465,2555
466,2623
467,2623
468,2621
469,2621
470,2632
471,2587
472,2587
473,2581
474,2634
475,2637
476,2591
477,2584
478,2615
479,2615
480,2619
481,2619
482,2620
483,2534
484,2538
485,2547
486,2545
487,2547
488,2545
489,2554
490,2570
491,2570
492,2567
493,2571
494,2619
495,2696
496,2611
497,2631
498,2631
499,2638
500,2608
501,2602
502,2567
503,2567
504,2565
505,2563
506,2563
507,2556
508,2558
509,2553
510,2554
511,2579
512,2579
513,2579
514,2579
515,2552
516,2464
517,2443
518,2383
519,2384
520,2389
521,2387
522,2390
523,2441
524,2442
525,2452
526,2459
527,2474
528,2477
529,2477
530,2477
531,2479
532,2479
533,2477
534,2502
535,2511
536,2513
537,2508
538,2508
539,2501
540,2501
541,2504
542,2537
543,2535
544,2537
545,2537
546,2547
547,2555
548,2551
549,2565
550,2559
551,2557
552,2554
553,2565
554,2545
555,2535
556,2499
557,2498
558,2494
559,2471
560,2399
561,2482
562,2483
563,2485
564,2521
565,2485
566,2418
567,2274
568,2276
569,2285
570,2283
571,2283
572,2269
573,2263
574,2260
575,2260
576,2245
577,2253
578,2252
579,2303
580,2378
581,2378
582,2384
583,2382
584,2382
585,2422
586,2413
587,2413
588,2418
589,2418
590,2418
591,2412
592,2382
593,2373
594,2375
595,2378
596,2384
597,2409
598,2488
599,2484
600,2484
601,2479
602,2487
603,2487
604,2496
605,2496
606,2514
607,2514
608,2516
609,2470
610,2470
611,2474
612,2471
613,2473
614,2468
615,2458
616,2458
617,2461
618,2414
619,2403
620,2398
621,2348
622,2351
623,2382
624,2374
625,2425
626,2348
627,2348
628,2346
629,2356
630,2341
631,2330
632,2373
633,2377
634,2346
635,2347
636,2343
637,2342
638,2342
639,2342
640,2374
641,2355
642,2421
643,2441
644,2442
645,2464
646,2472
647,2472
648,2469
649,2456
650,2454
651,2460
652,2459
653,2438
654,2446
655,2409
656,2385
657,2413
658,2399
659,2379
660,2403
661,2403
662,2407
663,2391
664,2389
665,2337
666,2337
667,2337
668,2339
669,2328
670,2326
671,2370
672,2370
673,2374
674,2353
675,2334
676,2348
677,2350
678,2351
679,2345
680,2255
681,2253
682,2269
683,2268
684,2265
685,2272
686,2206
687,2208
688,2203
689,2201
690,2201
691,2179
692,2238
693,2247
694,2275
695,2301
696,2290
697,2291
698,2296
699,2299
700,2299
701,2279
702,2268
703,2246
704,2248
705,2210
706,2208
707,2210
708,2117
709,2056
710,2064
711,2065
712,2064
713,2064
714,2052
715,2027
716,2026
717,1957
718,1959
719,1977
720,1980
721,1980
722,1980
723,1980
724,1975
725,1983
726,1995
727,1994
728,1996
729,1996
730,1997
731,1981
732,1944
733,2029
734,2021
735,2020
736,2016
737,1984
738,1984
739,1993
740,1969
741,1971
742,1998
743,2013
744,2007
745,2017
746,1993
747,2016
748,2006
749,1996
750,2021
751,2021
752,2021
753,2020
754,1997
755,1995
756,1993
757,1985
758,2047
759,2048
760,2051
761,2051
762,2040
763,2049
764,2048
765,2048
766,2047
767,2072
768,2071
769,2068
770,2052
771,2048
772,2052
773,2048
774,2042
775,2044
776,2084
777,2084
778,2085
779,2119
780,2133
781,2133
782,2194
783,2170
784,2190
785,2165
786,2165
787,2170
788,2133
789,2133
790,2139
791,2116
792,2129
793,2120
794,2125
795,2047
796,2142
797,2142
798,2142
799,2159
800,2159
801,2139
802,2163
803,2143
804,2143
805,2143
806,2207
807,2207
808,2256
809,2232
810,2221
811,2218
812,2256
813,2268
814,2268
815,2268
816,2218
817,2217
818,2256
819,2318
820,2321
821,2323
822,2310
823,2309
824,2333
825,2313
826,2313
827,2262
828,2306
829,2356
830,2384
831,2402
832,2391
833,2359
834,2358
835,2350
836,2355
837,2394
838,2412
839,2428
840,2428
841,2428
842,2415
843,2414
844,2496
845,2498
846,2501
847,2503
848,2486
849,2438
850,2432
851,2437
852,2448
853,2470
854,2505
855,2553
856,2587
857,2587
858,2587
859,2585
860,2644
861,2720
862,2724
863,2744
864,2746
865,2794
866,2794
867,2831
868,2841
869,2843
870,2865
871,2803
872,2799
873,2799
874,2824
875,2808
876,2812
877,2794
878,2795
879,2766
880,2671
881,2673
882,2670
883,2666
884,2661
885,2661
886,2660
887,2727
888,2727
889,2625
890,2567
891,2584
892,2585
893,2585
894,2585
895,2594
896,2594
897,2673
898,2671
899,2671
900,2671
901,2669
902,2660
903,2663
904,2661
905,2661
906,2663
907,2670
908,2673
909,2668
910,2663
911,2663
912,2661
913,2668
914,2668
915,2662
916,2662
917,2671
918,2574
919,2571
920,2566
921,2625
922,2648
923,2650
924,2634
925,2634
926,2647
927,2648
928,2651
929,2651
930,2650
931,2628
932,2630
933,2590
934,2589
935,2586
936,2587
937,2604
938,2602
939,2600
940,2664
941,2659
942,2717
943,2653
944,2590
945,2652
946,2647
947,2649
948,2660
949,2662
950,2591
951,2559
952,2564
953,2568
954,2568
955,2571
956,2572
957,2577
958,2587
959,2622
960,2722
961,2754
962,2754
963,2805
964,2816
965,2823
966,2824
967,2822
968,2821
969,2822
970,2819
971,2810
972,2807
973,2809
974,2822
975,2897
976,2897
977,2897
978,2911
979,2911
980,2915
981,2916
982,2913
983,2918
984,2939
985,2939
986,2906
987,2837
988,2832
989,2810
990,2808
991,2817
992,2819
993,2813
994,2815
995,2816
996,2809
997,2814
998,2814
999,2797
1000,2788
1001,2765
1002,2776
1003,2774
1004,2787
1005,2779
1006,2796
1007,2790
1008,2790
1009,2790
1010,2816
1011,2827
1012,2842
1013,2802
1014,2802
1015,2802
1016,2817
1017,2822
1018,2821
1019,2811
1020,2801
1021,2778
1022,2778
1023,2776
1024,2778
1025,2779
1026,2828
1027,2836
1028,2833
1029,2847
1030,2847
1031,2866
1032,2878
1033,2934
1034,2935
1035,2938
1036,2938
1037,2926
1038,2927
1039,2928
1040,2868
1041,2868
1042,2868
1043,2876
1044,2798
1045,2807
1046,2811
1047,2810
1048,2790
1049,2790
1050,2790
1051,2770
1052,2796
1053,2780
1054,2780
1055,2827
1056,2826
1057,2845
1058,2925
1059,2925
1060,2906
1061,2912
1062,2978
1063,2962
1064,2976
1065,2981
1066,2994
1067,2994
1068,2994
1069,2996
1070,2993
1071,2991
1072,2993
1073,2970
1074,2968
1075,2978
1076,2951
1077,2950
1078,2942
1079,2946
1080,2949
1081,2949
1082,2943
1083,2944
1084,2964
1085,2958
1086,2969
1087,2909
1088,2921
1089,2888
1090,2884
1091,2881
1092,2883
1093,2866
1094,2899
1095,2900
1096,2862
1097,2928
1098,2935
1099,2925
1100,2970
1101,2960
1102,2945
1103,2961
1104,2993
1105,2974
1106,2983
1107,2979
1108,2986
1109,2977
1110,2963
1111,2980
1112,2985
1113,2990
1114,2990
1115,3000
1116,2998
1117,2999
1118,3004
1119,3004
1120,3072
1121,3065
1122,3060
1123,3050
1124,3052
1125,3039
1126,3045
1127,3042
1128,3051
1129,3035
1130,3055
1131,3055
1132,3055
1133,3066
1134,3061
1135,3074
1136,3048
1137,3100
1138,3101
1139,3089
1140,3091
1141,3084
1142,3070
1143,3066
1144,3031
1145,3038
1146,3047
1147,3031
1148,3053
1149,3053
1150,3015
1151,3015
1152,2988
1153,2983
1154,2975
1155,2960
1156,2957
1157,2957
1158,2979
1159,2968
1160,2950
1161,2960
1162,2956
1163,2958
1164,2956
1165,2976
1166,2976
1167,2966
1168,2948
1169,2902
1170,2905
1171,2910
1172,2909
1173,2909
1174,2851
1175,2848
1176,2850
1177,2850
1178,2835
1179,2835
1180,2866
1181,2868
1182,2878
1183,2870
1184,2879
1185,2886
1186,2860
1187,2854
1188,2886
1189,2884
1190,2881
1191,2864
1192,2858
1193,2856
1194,2860
1195,2843
1196,2856
1197,2876
1198,2851
1199,2851
1200,2853
1201,2897
1202,2975
1203,3028
1204,3062
1205,3067
1206,2998
1207,2993
1208,2993
1209,3008
1210,2998
1211,3033
1212,3033
1213,3033
1214,3024
1215,3024
1216,3035
1217,3037
1218,3040
1219,3040
1220,3038
1221,3060
1222,3043
1223,3094
1224,3043
1225,2992
1226,2974
1227,2975
1228,2927
1229,2940
1230,2933
1231,2884
1232,2935
1233,2935
1234,2934
1235,2903
1236,2903
1237,2935
1238,2934
1239,2925
1240,2941
1241,2889
1242,2879
1243,2879
1244,2886
1245,2970
1246,2932
1247,2936
1248,2936
1249,2886
1250,2891
1251,2902
1252,2911
1253,2849
1254,2953
1255,2953
1256,2953
1257,2958
1258,2957
1259,2932
1260,2805
1261,2872
1262,2868
1263,2903
1264,2996
1265,2961
1266,2978
1267,2981
1268,2947
1269,2946
1270,2949
1271,2972
1272,2972
1273,2981
1274,2979
1275,2978
1276,2962
1277,2997
1278,2997
1279,2997
1280,2997
1281,3002
1282,3055
1283,3054
1284,3057
1285,3102
1286,3097
1287,3080
1288,3080
1289,3080
1290,3065
1291,3064
1292,3062
1293,3059
1294,3071
1295,3074
1296,3074
1297,3073
1298,3072
1299,3079
1300,3074
1301,3139
1302,3139
1303,3102
1304,3076
1305,3071
1306,3062
1307,3071
1308,3100
1309,3137
1310,3102
1311,3111
1312,3104
1313,3085
1314,3093
1315,3100
1316,3100
1317,3100
1318,3063
1319,3067
1320,3082
1321,3082
1322,3080
1323,3143
1324,3143
1325,3075
1326,2982
1327,2993
1328,2993
1329,2983
1330,2928
1331,2928
1332,2902
1333,2892
1334,2850
1335,2847
1336,2847
1337,2847
1338,2847
1339,2849
1340,2831
1341,2835
1342,2869
1343,2874
1344,2871
1345,2870
1346,2870
1347,2870
1348,2818
1349,2874
1350,2875
1351,2855
1352,2823
1353,2822
1354,2817
1355,2818
1356,2817
1357,2808
1358,2808
1359,2811
1360,2799
1361,2819
1362,2779
1363,2806
1364,2806
1365,2756
1366,2722
1367,2718
1368,2718
1369,2713
1370,2651
1371,2651
1372,2614
1373,2614
1374,2616
1375,2632
1376,2632
1377,2632
1378,2632
1379,2649
1380,2656
1381,2655
1382,2657
1383,2733
1384,2735
1385,2770
1386,2772
1387,2741
1388,2739
1389,2741
1390,2741
1391,2781
1392,2793
1393,2809
1394,2814
1395,2814
1396,2841
1397,2841
1398,2838
1399,2840
1400,2840
1401,2825
1402,2759
1403,2755
1404,2754
1405,2752
1406,2742
1407,2742
1408,2742
1409,2744
1410,2743
1411,2750
1412,2783
1413,2787
1414,2785
1415,2824
1416,2813
1417,2780
1418,2791
1419,2791
1420,2750
1421,2746
1422,2746
1423,2744
1424,2743
1425,2743
1426,2744
1427,2757
1428,2751
1429,2733
1430,2737
1431,2737
1432,2737
