iteration,bestSwarmValue
0,427
1,427
2,430
3,435
4,435
5,487
6,491
7,546
8,556
9,559
10,596
11,635
12,638
13,670
14,670
15,756
16,768
17,786
18,786
19,786
20,807
21,825
22,831
23,831
24,834
25,904
26,912
27,913
28,939
29,953
30,957
31,960
32,1000
33,1057
34,1087
35,1089
36,1133
37,1170
38,1171
39,1176
40,1106
41,1106
42,1104
43,1216
44,1234
45,1228
46,1228
47,1247
48,1244
49,1255
50,1347
51,1354
52,1355
53,1351
54,1346
55,1372
56,1377
57,1453
58,1459
59,1459
60,1464
61,1534
62,1542
63,1542
64,1635
65,1642
66,1632
67,1632
68,1667
69,1698
70,1709
71,1692
72,1709
73,1709
74,1709
75,1765
76,1758
77,1800
78,1811
79,1819
80,1847
81,1860
82,1833
83,1830
84,1830
85,1867
86,1879
87,1879
88,1878
89,1882
90,1882
91,1886
92,1928
93,1935
94,1943
95,1938
96,1942
97,1942
98,1968
99,1973
100,2008
101,2054
102,1975
103,2062
104,2052
105,2052
106,2048
107,2043
108,2019
109,2030
110,2023
111,2018
112,2008
113,2028
114,2028
115,2033
116,2033
117,2045
118,2168
119,2167
120,2176
121,2172
122,2061
123,2061
124,2060
125,2060
126,2059
127,2065
128,2076
129,2146
130,2146
131,2141
132,2141
133,2140
134,2144
135,2128
136,2120
137,2077
138,2077
139,2091
140,2144
141,2146
142,2139
143,2121
144,2121
145,2135
146,2135
147,2128
148,2129
149,2136
150,2200
151,2219
152,2214
153,2220
154,2305
155,2305
156,2300
157,2319
158,2288
159,2317
160,2317
161,2294
162,2295
163,2298
164,2301
165,2302
166,2302
167,2312
168,2312
169,2301
170,2298
171,2303
172,2313
173,2254
174,2257
175,2257
176,2258
177,2258
178,2259
179,2259
180,2308
181,2309
182,2337
183,2340
184,2346
185,2307
186,2306
187,2307
188,2316
189,2314
190,2314
191,2355
192,2351
193,2294
194,2292
195,2292
196,2208
197,2284
198,2285
199,2270
200,2271
201,2221
202,2221
203,2227
204,2268
205,2265
206,2265
207,2249
208,2349
209,2355
210,2464
211,2461
212,2463
