iteration,bestSwarmValue
0,276
1,277
2,281
3,284
4,286
5,315
6,324
7,325
8,328
9,330
10,330
11,330
12,329
13,334
14,334
15,337
16,337
17,337
18,339
19,345
20,347
21,347
22,347
23,347
24,348
25,348
26,343
27,450
28,452
29,458
30,574
31,574
32,574
33,542
34,542
35,552
36,552
37,553
38,606
39,606
40,616
41,616
42,616
43,703
44,711
45,722
46,722
47,715
48,715
49,716
50,716
51,716
52,717
53,717
54,717
55,717
56,717
57,783
58,783
59,850
60,846
61,846
62,846
63,876
64,876
65,876
66,825
67,827
68,827
69,839
70,839
71,840
72,840
73,840
74,840
75,838
76,843
77,843
78,843
79,853
80,853
81,847
82,870
83,870
84,875
85,921
86,921
87,991
88,997
89,998
90,998
91,996
92,1027
93,1027
94,1027
95,1027
96,1027
97,1023
98,1037
99,992
100,1090
101,1179
102,1182
103,1187
104,1194
105,1175
106,1175
107,1175
108,1202
109,1203
110,1211
111,1184
112,1183
113,1183
114,1181
115,1261
116,1263
117,1314
118,1317
119,1317
120,1318
121,1316
122,1316
123,1316
124,1323
125,1323
126,1321
127,1321
128,1359
129,1363
130,1363
131,1362
132,1393
133,1394
134,1338
135,1364
136,1356
137,1356
138,1356
139,1389
140,1392
141,1385
142,1380
143,1371
144,1372
145,1375
146,1373
147,1350
148,1350
149,1450
150,1449
151,1451
152,1456
153,1453
154,1453
155,1453
156,1520
157,1520
158,1514
159,1406
160,1404
161,1462
162,1462
163,1519
164,1511
165,1487
166,1495
167,1495
168,1499
169,1501
170,1493
171,1524
172,1524
173,1516
174,1471
175,1465
176,1453
177,1411
178,1411
179,1411
180,1414
181,1414
182,1418
183,1418
184,1419
185,1408
186,1405
187,1468
188,1468
189,1468
190,1463
191,1463
192,1425
193,1492
194,1493
195,1493
196,1498
197,1502
198,1526
199,1535
200,1533
201,1531
202,1532
203,1532
204,1534
205,1534
206,1534
207,1608
208,1601
209,1599
210,1608
211,1665
212,1665
213,1665
214,1658
215,1658
216,1658
217,1664
218,1670
219,1602
220,1600
221,1600
222,1600
223,1600
224,1611
225,1611
226,1611
227,1606
228,1606
229,1619
230,1620
231,1620
232,1659
233,1658
234,1655
235,1648
236,1656
237,1627
238,1627
239,1617
240,1617
241,1684
242,1689
243,1746
244,1746
245,1748
246,1748
247,1745
248,1745
249,1745
250,1743
251,1704
252,1710
253,1695
254,1694
255,1705
256,1705
257,1705
258,1697
259,1697
260,1697
261,1672
262,1662
263,1662
264,1670
265,1672
266,1679
267,1681
268,1671
269,1671
270,1678
271,1705
272,1700
273,1691
274,1691
275,1691
276,1743
277,1620
278,1674
279,1674
280,1674
281,1671
282,1671
283,1666
284,1670
285,1609
286,1598
287,1615
288,1714
289,1713
290,1723
291,1723
292,1725
293,1725
294,1677
295,1679
296,1679
297,1689
298,1690
299,1692
300,1692
301,1692
302,1788
303,1787
304,1776
305,1776
306,1812
307,1874
308,1874
309,1874
310,1876
311,1846
312,1850
313,1805
314,1806
315,1806
316,1802
317,1802
318,1802
319,1792
320,1792
321,1791
322,1795
323,1795
324,1795
325,1723
326,1723
327,1728
328,1736
329,1683
330,1756
331,1759
332,1759
333,1723
334,1723
335,1717
336,1717
337,1676
338,1676
339,1677
340,1667
341,1637
342,1635
343,1688
344,1681
345,1722
346,1722
347,1670
348,1763
349,1763
350,1763
351,1763
352,1758
353,1758
354,1760
355,1760
356,1763
357,1824
358,1823
359,1818
360,1849
361,1847
362,1872
363,1867
364,1874
365,1883
366,1888
367,1888
368,1900
369,1900
370,1900
371,1905
372,1855
373,1855
374,1855
375,1777
376,1777
377,1804
378,1804
379,1848
380,1848
381,1903
382,1912
383,1908
384,1909
385,1909
386,1892
387,1893
388,1957
389,1957
390,1957
391,1962
392,1962
393,1942
394,1953
395,1953
396,1902
397,1904
398,1904
399,1904
400,1900
401,1900
402,1890
403,1930
404,1930
405,1930
406,1930
407,1931
408,1936
409,1838
410,1837
411,1836
412,1839
413,1839
414,1843
415,1843
416,1846
417,1846
418,1846
419,1846
420,1846
421,1846
422,1892
423,1892
424,1886
425,1876
426,1871
427,1874
428,1855
429,1858
430,1858
431,1886
432,1882
433,1882
434,1882
435,1877
436,1872
437,1911
438,1911
439,1912
440,1880
441,1952
442,1954
443,1954
444,1954
445,1956
446,1951
447,1956
448,1956
449,1961
450,1959
451,1961
452,1961
453,1972
454,1972
455,1972
456,1972
457,1969
458,1970
459,1970
460,1967
461,1877
462,1875
463,1875
464,1867
465,1867
466,1867
467,1939
468,1930
469,1930
470,1882
471,1886
472,1886
473,1886
474,1887
475,1856
476,1856
477,1852
478,1852
479,1857
480,1857
481,1904
482,1913
483,1913
484,1915
485,1913
486,1955
487,1959
488,1952
489,1947
490,1947
491,1947
492,1995
493,1996
494,1987
495,1987
496,2023
497,2023
498,2027
499,2027
500,2027
501,2027
502,2027
503,2027
504,2027
505,1962
506,1962
507,1962
508,1960
509,1928
510,1927
511,1927
512,1933
513,1933
514,1932
515,1932
516,1934
517,1934
518,1930
519,1929
520,1929
521,1929
522,1929
523,1870
524,1867
525,1867
526,1867
527,1873
528,1925
529,1925
530,1928
531,1928
532,1929
533,1923
534,1923
535,1923
536,1923
537,2043
538,2043
539,2043
540,2043
541,2043
542,2043
543,1994
544,1994
545,1993
546,1999
547,1998
548,2003
549,1946
550,1988
551,2020
552,2020
553,2020
554,2015
555,2015
556,2015
557,2015
558,1968
559,1968
560,1969
561,1969
562,1979
563,1921
564,1910
565,1912
566,1912
567,1912
568,1950
569,1941
570,1941
571,1903
572,1903
573,1903
574,1903
575,1768
576,1768
577,1697
578,1697
579,1721
580,1715
581,1715
582,1680
583,1635
584,1635
585,1599
586,1610
587,1617
588,1648
589,1782
590,1796
591,1801
592,1801
593,1801
594,1799
595,1800
596,1801
597,1801
598,1799
599,1799
600,1828
601,1828
602,1829
603,1787
604,1776
605,1776
606,1776
