iteration,bestSwarmValue
0,373
1,387
2,419
3,419
4,419
5,498
6,498
7,503
8,559
9,555
10,563
11,564
12,564
13,638
14,654
15,654
16,660
17,682
18,688
19,692
20,693
21,695
22,776
23,776
24,785
25,788
26,811
27,880
28,972
29,979
30,980
31,981
32,990
33,990
34,990
35,1034
36,1034
37,1024
38,1064
39,1071
40,1136
41,1169
42,1178
43,1259
44,1256
45,1256
46,1256
47,1300
48,1300
49,1303
50,1308
51,1303
52,1374
53,1396
54,1381
55,1381
56,1394
57,1394
58,1400
59,1407
60,1413
61,1419
62,1438
63,1461
64,1476
65,1512
66,1499
67,1518
68,1519
69,1529
70,1557
71,1540
72,1545
73,1541
74,1544
75,1526
76,1526
77,1531
78,1531
79,1531
80,1532
81,1564
82,1564
83,1563
84,1563
85,1563
86,1567
87,1602
88,1606
89,1605
90,1579
91,1578
92,1578
93,1584
94,1607
95,1644
96,1642
97,1648
98,1655
99,1668
100,1682
101,1690
102,1741
103,1765
104,1792
105,1780
106,1775
107,1786
108,1744
109,1745
110,1745
111,1769
112,1771
113,1740
114,1767
115,1767
116,1776
117,1788
118,1797
119,1797
120,1799
121,1835
122,1835
123,1873
124,1929
125,1929
126,1892
127,1892
128,1933
129,1933
130,1933
131,1973
132,1972
133,1972
134,1972
135,1972
136,2014
137,2018
138,2020
139,1986
140,1986
141,1978
142,1978
143,2035
144,2079
145,2019
146,2019
147,2019
148,2059
149,2092
150,2111
151,2112
152,2119
153,2131
154,2172
155,2217
156,2217
157,2208
158,2238
159,2240
160,2241
161,2241
162,2231
163,2231
164,2231
165,2227
166,2256
167,2261
168,2279
169,2280
170,2273
171,2335
172,2346
173,2346
174,2348
175,2350
176,2353
177,2353
178,2355
179,2297
180,2346
181,2342
182,2342
183,2334
184,2334
185,2309
186,2309
187,2306
188,2348
189,2321
190,2316
191,2316
192,2282
193,2325
194,2325
195,2338
196,2341
197,2344
198,2343
199,2419
200,2419
201,2422
202,2452
203,2478
204,2483
205,2479
206,2479
207,2487
208,2540
209,2541
210,2551
211,2553
212,2553
