iteration,bestSwarmValue
0,254
1,254
2,254
3,257
4,257
5,287
6,287
7,287
8,287
9,287
10,287
11,287
12,297
13,297
14,312
15,312
16,312
17,312
18,315
19,316
20,317
21,317
22,317
23,323
24,323
25,323
26,323
27,323
28,323
29,323
30,323
31,331
32,332
33,326
34,331
35,331
36,331
37,331
38,331
39,331
40,368
41,373
42,373
43,400
44,400
45,406
46,424
47,422
48,422
49,422
50,432
51,432
52,434
53,440
54,445
55,445
56,448
57,448
58,442
59,442
60,445
61,445
62,443
63,443
64,443
65,443
66,461
67,500
68,500
69,500
70,542
71,569
72,569
73,578
74,666
75,665
76,665
77,680
78,686
79,692
80,692
81,738
82,766
83,766
84,766
85,767
86,792
87,799
88,708
89,708
90,709
91,710
92,713
93,713
94,765
95,767
96,767
97,804
98,801
99,802
100,802
101,787
102,787
103,787
104,817
105,817
106,856
107,856
108,856
109,974
110,986
111,993
112,995
113,995
114,995
115,995
116,995
117,997
118,997
119,997
120,997
121,997
122,1022
123,1060
124,1060
125,1123
126,1123
127,1123
128,1138
129,1227
130,1242
131,1242
132,1259
133,1259
134,1259
135,1257
136,1288
137,1288
138,1281
139,1281
140,1279
141,1280
142,1280
143,1280
144,1260
145,1289
146,1339
147,1340
148,1348
149,1392
150,1392
151,1392
152,1392
153,1373
154,1385
155,1389
156,1387
157,1387
158,1385
159,1390
160,1390
161,1396
162,1399
163,1413
164,1442
165,1456
166,1457
167,1464
168,1457
169,1448
170,1453
171,1453
172,1477
173,1482
174,1406
175,1442
176,1436
177,1440
178,1433
179,1538
180,1486
181,1486
182,1501
183,1501
184,1490
185,1549
186,1553
187,1553
188,1553
189,1503
190,1510
191,1510
192,1510
193,1526
194,1526
195,1480
196,1478
197,1478
198,1479
199,1478
200,1478
201,1487
202,1492
203,1493
204,1495
205,1490
206,1492
207,1506
208,1504
209,1504
210,1502
211,1512
212,1548
213,1549
214,1549
215,1619
216,1619
217,1565
218,1572
219,1559
220,1568
221,1575
222,1574
223,1615
224,1675
225,1674
226,1672
227,1687
228,1657
229,1657
230,1658
231,1682
232,1609
233,1624
234,1624
235,1624
236,1634
237,1633
238,1633
239,1604
240,1597
241,1597
242,1604
243,1604
244,1604
245,1681
246,1681
247,1676
248,1676
249,1676
250,1676
251,1670
252,1685
253,1685
254,1686
255,1689
256,1632
257,1632
258,1632
259,1629
260,1647
261,1649
262,1649
263,1708
264,1707
265,1707
266,1657
267,1657
268,1723
269,1723
270,1717
271,1735
272,1735
273,1735
274,1779
275,1779
276,1771
277,1775
278,1774
279,1775
280,1786
281,1786
282,1786
283,1755
284,1748
285,1750
286,1742
287,1748
288,1762
289,1770
290,1770
291,1767
292,1776
293,1776
294,1775
295,1775
296,1781
297,1781
298,1780
299,1774
300,1782
301,1769
302,1796
303,1796
304,1800
305,1800
306,1805
307,1795
308,1795
309,1795
310,1788
311,1823
312,1833
313,1833
314,1787
315,1781
316,1783
317,1785
318,1777
319,1777
320,1789
321,1791
322,1803
323,1805
324,1717
325,1722
326,1722
327,1731
328,1728
329,1681
330,1707
331,1712
332,1759
333,1757
334,1757
335,1745
336,1785
337,1785
338,1784
339,1827
340,1796
341,1799
342,1775
343,1843
344,1838
345,1847
346,1893
347,1887
348,1900
349,1919
350,1924
351,1907
352,1914
353,1891
354,1926
355,1926
356,1931
357,1931
358,1958
359,1933
360,1930
361,1898
362,1905
363,1927
364,1920
365,1918
366,1918
367,1872
368,1871
369,1871
370,1876
371,1792
372,1791
373,1791
374,1814
375,1799
376,1799
377,1806
378,1803
379,1802
380,1797
381,1809
382,1803
383,1808
384,1808
385,1789
386,1787
387,1848
388,1871
389,1871
390,1886
391,1886
392,1886
393,1886
394,1894
395,1894
396,1894
397,1899
398,1875
399,1875
400,1875
401,1892
402,1791
403,1791
404,1791
405,1769
406,1765
407,1779
408,1776
409,1776
410,1798
411,1798
412,1798
413,1798
414,1798
415,1796
416,1780
417,1787
418,1803
419,1814
420,1796
421,1800
422,1786
423,1776
424,1776
425,1776
426,1773
427,1775
428,1776
429,1776
430,1748
431,1752
432,1752
433,1708
434,1742
435,1739
436,1780
437,1780
438,1777
439,1778
440,1818
441,1818
442,1874
443,1874
444,1884
445,1812
446,1812
447,1814
448,1752
449,1752
450,1757
451,1757
452,1757
453,1755
454,1758
455,1717
456,1703
457,1703
458,1689
459,1700
460,1700
461,1700
462,1698
463,1716
464,1716
465,1703
466,1694
467,1692
468,1649
469,1651
470,1652
471,1651
472,1669
473,1677
474,1682
475,1683
476,1752
477,1755
478,1737
479,1737
480,1737
481,1728
482,1728
483,1728
484,1728
485,1791
486,1756
487,1786
488,1748
489,1749
490,1749
491,1749
492,1676
493,1676
494,1676
495,1678
496,1699
497,1742
498,1742
499,1761
500,1756
501,1756
502,1808
503,1806
504,1806
505,1772
506,1770
507,1770
508,1770
509,1771
510,1764
511,1764
512,1766
513,1764
514,1659
515,1659
516,1675
517,1673
518,1761
519,1761
520,1759
521,1781
522,1781
523,1781
524,1827
525,1834
526,1883
527,1949
528,1949
529,1945
530,1952
531,1955
532,1961
533,1958
534,1958
535,1958
536,1959
537,1925
538,1955
539,1955
540,1909
541,1914
542,1901
543,1943
544,1943
545,1986
546,1983
547,1979
548,1959
549,1955
550,1955
551,1941
552,1936
553,2051
554,2052
555,2026
556,2026
557,2027
558,2028
559,2028
560,2034
561,1997
562,1982
563,2013
564,2019
565,1985
566,2075
567,2041
568,2041
569,2037
570,2037
571,2034
572,2024
573,2021
574,2021
575,2018
576,2084
577,2084
578,2087
579,2087
580,2071
581,2145
582,2138
583,2145
584,2159
585,2154
586,2155
587,2155
588,2148
589,2148
590,2154
591,2154
592,2154
593,2167
594,2167
595,2175
596,2175
597,2134
598,2135
599,2164
600,2184
601,2175
602,2177
603,2177
604,2177
605,2179
606,2184
607,2184
608,2184
609,2166
610,2162
611,2161
612,2164
613,2167
614,2158
615,2158
616,2213
617,2213
618,2212
619,2211
620,2186
621,2186
622,2178
623,2178
624,2178
625,2147
626,2199
627,2203
628,2203
629,2203
630,2203
631,2137
632,2127
633,2128
634,2128
635,2128
636,2128
637,2126
638,2119
639,2120
640,2120
641,2111
642,2111
643,2111
644,2075
645,2072
646,2072
647,2070
648,2070
649,2072
650,2079
651,2082
652,2043
653,2043
654,2028
655,2045
656,2045
657,2040
658,2040
659,2040
660,2034
661,2074
662,2074
663,2065
664,2065
665,2024
666,2083
667,2081
668,2081
669,2051
670,2051
671,2049
672,2050
673,2047
674,2047
675,2047
676,2052
677,2013
678,2013
679,2011
680,2017
681,2021
682,2020
683,2056
684,2056
685,2056
686,2056
687,2018
688,2018
689,2027
690,2088
691,2087
692,2064
693,2064
694,2052
695,2052
696,2052
697,2068
698,2048
699,2049
700,2049
701,2079
702,2117
703,2117
704,2117
705,2116
706,2104
707,2104
708,2156
709,2243
710,2212
711,2241
712,2234
713,2234
714,2237
715,2201
716,2201
717,2205
718,2234
719,2227
720,2236
721,2235
722,2279
723,2288
724,2293
725,2295
726,2295
727,2295
728,2295
729,2386
730,2353
731,2335
732,2307
733,2307
734,2315
735,2304
736,2295
737,2307
738,2298
739,2298
740,2298
741,2294
742,2279
743,2274
744,2269
745,2302
746,2282
747,2282
748,2278
749,2283
750,2283
751,2285
752,2293
753,2302
754,2298
755,2303
756,2334
757,2330
758,2360
759,2340
760,2346
761,2343
762,2354
763,2354
764,2399
765,2399
766,2399
767,2403
768,2394
769,2396
770,2403
771,2400
772,2357
773,2357
774,2312
775,2257
776,2257
777,2187
778,2192
779,2228
780,2285
781,2278
782,2278
783,2283
784,2292
785,2294
786,2290
787,2316
788,2355
789,2355
790,2354
791,2347
792,2347
793,2306
794,2341
795,2344
796,2344
797,2347
798,2347
799,2356
800,2356
801,2356
802,2364
803,2360
804,2365
805,2365
806,2378
807,2307
808,2307
809,2301
810,2307
811,2299
812,2294
813,2294
814,2299
815,2299
816,2231
817,2150
818,2150
819,2117
820,2143
821,2168
822,2161
823,2176
824,2176
825,2176
826,2170
827,2169
828,2169
829,2163
830,2153
831,2145
832,2115
833,2137
834,2129
835,2136
836,2158
837,2070
838,2070
839,2071
840,2042
841,2042
842,2029
843,2029
844,2059
845,2061
846,2061
847,2045
848,2045
849,2046
850,2046
851,2046
852,2035
853,2021
854,2039
855,2034
856,2025
857,2026
858,2021
859,2016
860,2016
861,2036
862,2016
863,2016
864,2017
865,2025
866,2025
867,2025
868,2026
869,2026
870,2059
871,2058
872,2058
873,2058
874,2058
875,2059
876,2071
877,1997
878,2114
879,2115
880,2115
881,2145
882,2173
883,2125
884,2127
885,2123
886,2123
887,2116
888,2111
889,2146
890,2150
891,2149
892,2202
893,2204
894,2206
895,2206
896,2199
897,2205
898,2211
899,2221
900,2242
901,2242
902,2337
903,2337
904,2346
905,2346
906,2346
907,2339
908,2327
909,2327
910,2368
911,2368
912,2390
913,2390
914,2357
915,2353
916,2375
917,2380
918,2381
919,2382
920,2441
921,2465
922,2477
923,2481
924,2481
925,2482
926,2447
927,2454
928,2509
929,2463
930,2425
931,2425
932,2435
933,2435
934,2435
935,2426
936,2426
937,2366
938,2366
939,2320
940,2320
941,2320
942,2325
943,2325
944,2325
945,2325
946,2352
947,2332
948,2328
949,2316
950,2317
951,2314
952,2307
953,2307
954,2276
955,2216
956,2290
957,2290
958,2303
959,2301
960,2301
961,2294
962,2306
963,2344
964,2344
965,2339
966,2336
967,2342
968,2348
969,2359
970,2358
971,2359
972,2354
973,2371
974,2379
975,2372
976,2378
977,2381
978,2421
979,2416
980,2412
981,2419
982,2348
983,2348
984,2348
985,2348
986,2348
987,2359
988,2354
989,2354
990,2360
991,2365
992,2365
993,2370
994,2404
995,2396
996,2408
997,2408
998,2421
999,2421
1000,2354
1001,2351
1002,2356
1003,2377
1004,2377
1005,2312
1006,2321
1007,2329
1008,2329
1009,2329
1010,2329
1011,2329
1012,2331
1013,2330
1014,2348
1015,2322
1016,2330
1017,2330
1018,2328
1019,2328
1020,2365
1021,2329
1022,2329
1023,2239
1024,2242
1025,2243
1026,2238
1027,2259
1028,2252
1029,2216
1030,2216
1031,2220
1032,2222
1033,2217
1034,2217
1035,2217
1036,2220
1037,2220
1038,2193
1039,2229
1040,2229
1041,2265
1042,2257
1043,2243
1044,2243
1045,2272
1046,2279
1047,2299
1048,2291
1049,2171
1050,2141
1051,2141
1052,2134
1053,2135
1054,2129
1055,2176
1056,2171
1057,2181
1058,2181
1059,2181
1060,2179
1061,2217
1062,2225
1063,2224
1064,2216
1065,2217
1066,2220
1067,2226
1068,2231
1069,2225
1070,2286
1071,2286
1072,2286
1073,2296
1074,2297
1075,2314
1076,2375
1077,2368
1078,2277
1079,2216
1080,2217
1081,2221
1082,2215
1083,2215
1084,2215
1085,2222
1086,2227
1087,2227
1088,2232
1089,2238
1090,2273
1091,2273
1092,2273
1093,2265
1094,2258
1095,2236
1096,2240
1097,2240
1098,2243
1099,2243
1100,2245
1101,2245
1102,2233
1103,2157
1104,2150
1105,2157
1106,2154
1107,2178
1108,2178
1109,2173
1110,2173
1111,2196
1112,2196
1113,2194
1114,2194
1115,2195
1116,2195
1117,2159
1118,2159
1119,2159
1120,2160
1121,2145
1122,2154
1123,2134
1124,2127
1125,2148
1126,2147
1127,2147
1128,2147
1129,2147
1130,2147
1131,2147
1132,2147
1133,2147
1134,2138
1135,2109
1136,2116
1137,2102
1138,2103
1139,2105
1140,2115
1141,2118
1142,2122
1143,2123
1144,2129
1145,2101
1146,2101
1147,2102
1148,2061
1149,2137
1150,2223
1151,2238
1152,2225
1153,2210
1154,2210
1155,2212
1156,2232
1157,2225
1158,2208
1159,2208
1160,2208
1161,2208
1162,2216
1163,2216
1164,2216
1165,2258
1166,2255
1167,2285
1168,2286
1169,2286
1170,2291
1171,2284
1172,2263
1173,2270
1174,2266
1175,2262
1176,2265
1177,2265
1178,2266
1179,2266
1180,2266
1181,2273
1182,2272
1183,2268
1184,2268
1185,2267
1186,2263
1187,2228
1188,2224
1189,2224
1190,2244
1191,2275
1192,2280
1193,2280
1194,2277
1195,2336
1196,2330
1197,2345
1198,2317
1199,2317
1200,2347
1201,2346
1202,2346
1203,2328
1204,2316
1205,2310
1206,2320
1207,2272
1208,2272
1209,2272
1210,2272
1211,2272
1212,2272
1213,2304
1214,2305
1215,2280
1216,2287
1217,2204
1218,2209
1219,2209
1220,2192
1221,2197
1222,2199
1223,2222
1224,2222
1225,2238
1226,2252
1227,2249
1228,2216
1229,2202
1230,2202
1231,2199
1232,2199
1233,2199
1234,2197
1235,2194
1236,2191
1237,2188
1238,2178
1239,2180
1240,2132
1241,2128
1242,2107
1243,2122
1244,2112
1245,2144
1246,2138
1247,2138
1248,2144
1249,2148
1250,2124
1251,2123
1252,2141
1253,2141
1254,2158
1255,2159
1256,2152
1257,2153
1258,2142
1259,2142
1260,2142
1261,2142
1262,2142
1263,2142
1264,2139
1265,2141
1266,2145
1267,2143
1268,2143
1269,2143
1270,2089
1271,2089
1272,2089
1273,2129
1274,2135
1275,2155
1276,2216
1277,2189
1278,2189
1279,2207
1280,2207
1281,2288
1282,2224
1283,2214
1284,2230
1285,2228
1286,2227
1287,2227
1288,2223
1289,2184
1290,2192
1291,2192
1292,2198
1293,2198
1294,2199
1295,2207
1296,2299
1297,2301
1298,2316
1299,2286
1300,2274
1301,2265
1302,2265
1303,2265
1304,2265
1305,2265
1306,2267
1307,2267
1308,2253
1309,2257
1310,2259
1311,2263
1312,2264
1313,2275
1314,2277
1315,2268
1316,2268
1317,2268
1318,2277
1319,2307
1320,2307
1321,2306
1322,2306
1323,2321
1324,2287
1325,2302
1326,2282
1327,2292
1328,2295
1329,2262
1330,2262
1331,2210
1332,2212
1333,2206
1334,2166
1335,2180
1336,2192
1337,2192
1338,2192
1339,2193
1340,2206
1341,2172
1342,2174
1343,2247
1344,2227
1345,2221
1346,2221
1347,2203
1348,2203
1349,2197
1350,2197
1351,2211
1352,2209
1353,2207
1354,2231
1355,2252
1356,2255
1357,2251
1358,2263
1359,2263
1360,2260
1361,2229
1362,2226
1363,2260
1364,2230
1365,2230
1366,2234
1367,2240
1368,2217
1369,2251
1370,2250
1371,2254
1372,2252
1373,2251
1374,2243
1375,2217
1376,2214
1377,2203
1378,2209
1379,2209
1380,2209
1381,2223
1382,2223
1383,2222
1384,2223
1385,2219
1386,2219
1387,2219
1388,2200
1389,2196
1390,2211
1391,2215
1392,2218
1393,2218
1394,2220
1395,2264
1396,2299
1397,2304
1398,2304
1399,2260
1400,2268
1401,2261
1402,2266
1403,2290
1404,2265
1405,2265
1406,2258
1407,2255
1408,2256
1409,2241
1410,2241
1411,2241
1412,2243
1413,2268
1414,2253
1415,2285
1416,2306
1417,2306
1418,2354
1419,2387
1420,2391
1421,2325
1422,2331
1423,2331
1424,2331
1425,2332
1426,2332
1427,2332
1428,2323
1429,2314
1430,2321
1431,2353
1432,2357
1433,2357
1434,2340
1435,2329
1436,2331
1437,2334
1438,2334
1439,2333
1440,2333
1441,2333
1442,2185
1443,2197
1444,2195
1445,2192
1446,2189
1447,2189
1448,2185
1449,2218
1450,2168
1451,2173
1452,2167
1453,2185
1454,2185
1455,2185
1456,2186
1457,2217
1458,2215
1459,2220
1460,2219
1461,2217
1462,2227
1463,2227
1464,2257
1465,2269
1466,2273
1467,2273
1468,2276
1469,2289
1470,2296
1471,2297
1472,2297
1473,2337
1474,2354
1475,2354
1476,2354
1477,2344
1478,2344
1479,2352
1480,2349
1481,2346
1482,2311
1483,2312
1484,2310
1485,2311
1486,2337
1487,2337
1488,2323
1489,2275
1490,2275
1491,2275
1492,2270
1493,2268
1494,2269
1495,2273
1496,2273
1497,2235
1498,2236
1499,2228
1500,2227
1501,2190
1502,2193
1503,2236
1504,2221
1505,2263
1506,2263
1507,2262
1508,2247
1509,2243
1510,2279
1511,2226
1512,2278
1513,2190
1514,2190
1515,2139
1516,2143
1517,2186
1518,2219
1519,2262
1520,2249
1521,2249
1522,2251
1523,2251
1524,2280
1525,2308
1526,2306
1527,2301
1528,2301
1529,2301
1530,2297
1531,2298
1532,2285
1533,2354
1534,2357
1535,2349
1536,2345
1537,2385
1538,2352
1539,2337
1540,2294
1541,2295
1542,2295
1543,2247
1544,2219
1545,2214
1546,2209
1547,2209
1548,2209
1549,2209
1550,2209
1551,2193
1552,2194
1553,2196
1554,2279
1555,2211
1556,2211
1557,2211
1558,2191
1559,2200
1560,2200
1561,2195
1562,2194
1563,2206
1564,2206
1565,2096
1566,2087
1567,2087
1568,2087
1569,2082
1570,2082
1571,2069
1572,2069
1573,2053
1574,2043
1575,2048
1576,2053
1577,2045
1578,2074
1579,2082
1580,2082
1581,2082
1582,2069
1583,2074
1584,2074
1585,2065
1586,2065
1587,2065
1588,2053
1589,2053
1590,2078
1591,2073
1592,2075
1593,2076
1594,2074
1595,2086
1596,2087
1597,2074
1598,2134
1599,2129
1600,2129
1601,2129
