iteration,bestSwarmValue
0,56
1,56
2,55
3,55
4,55
5,58
6,59
7,71
8,71
9,79
10,79
11,86
12,86
13,86
14,86
15,89
16,89
17,89
18,89
19,89
20,89
21,89
22,89
23,87
24,103
25,131
26,131
27,131
28,131
29,152
30,154
31,154
32,164
33,166
34,175
35,174
36,178
37,178
38,184
39,184
40,184
41,184
42,184
43,184
44,184
45,184
46,187
47,187
48,187
49,187
50,187
51,187
52,191
53,191
54,224
55,195
56,195
57,195
58,181
59,181
60,181
61,181
62,181
63,190
64,190
65,222
66,222
67,212
68,218
69,246
70,266
71,266
72,203
73,203
74,206
75,206
76,225
77,225
78,246
79,246
80,246
81,246
82,246
83,246
84,250
85,250
86,250
87,250
88,250
89,300
90,301
91,299
92,299
93,299
94,299
95,304
96,304
97,302
98,303
99,303
100,303
101,303
102,312
103,312
104,312
105,312
106,312
107,307
108,307
109,314
110,321
111,321
112,321
113,321
114,318
115,318
116,318
117,318
118,318
119,318
120,318
121,327
122,327
123,343
124,341
125,341
126,340
127,367
128,383
129,383
130,383
131,383
132,383
133,401
134,399
135,399
136,427
137,425
138,425
139,418
140,418
141,421
142,421
143,421
144,421
145,427
146,400
147,400
148,405
149,453
150,451
151,451
152,451
153,451
154,490
155,486
156,486
157,486
158,487
159,481
160,481
161,481
162,468
163,468
164,468
165,461
166,461
167,459
168,454
169,454
170,454
171,451
172,444
173,434
174,434
175,434
176,438
177,438
178,434
179,435
180,448
181,442
182,462
183,466
184,466
185,466
186,457
187,466
188,466
189,459
190,457
191,450
192,470
193,470
194,474
195,474
196,495
197,502
198,502
199,502
200,502
201,481
202,484
203,482
204,482
205,482
206,461
207,461
208,461
209,490
210,490
211,488
212,493
213,495
214,498
215,505
216,473
217,480
218,480
219,473
220,469
221,465
222,470
223,480
224,480
225,479
226,479
227,483
228,488
229,483
230,507
231,548
232,538
233,548
234,551
235,551
236,551
237,551
238,551
239,559
240,559
241,559
242,557
243,563
244,561
245,568
246,568
247,567
248,567
249,567
250,567
251,565
252,597
253,622
254,587
255,563
256,563
257,564
258,564
259,563
260,563
261,567
262,598
263,603
264,603
265,609
266,609
267,609
268,614
269,617
270,607
271,607
272,599
273,595
274,597
275,597
276,593
277,593
278,596
279,594
280,594
281,592
282,618
283,618
284,618
285,618
286,622
287,622
288,632
289,632
290,634
291,634
292,611
293,645
294,645
295,642
296,638
297,638
298,638
299,640
300,644
301,644
302,644
303,637
304,637
305,637
306,637
307,637
308,637
309,637
310,678
311,678
312,678
313,678
314,659
315,651
316,674
317,644
318,642
319,633
320,633
321,630
322,630
323,631
324,631
325,634
326,632
327,632
328,620
329,631
330,631
331,630
332,633
333,646
334,646
335,653
336,657
337,652
338,652
339,652
340,652
341,653
342,648
343,648
344,648
345,639
346,639
347,645
348,645
349,650
350,650
351,657
352,657
353,664
354,664
355,679
356,679
357,664
358,668
359,668
360,716
361,711
362,711
363,711
364,711
365,703
366,703
367,711
368,711
369,711
370,741
371,734
372,732
373,732
374,731
375,731
376,731
377,737
378,737
379,737
380,709
381,715
382,716
383,708
384,730
385,730
386,723
387,711
388,705
389,705
390,705
391,705
392,705
393,714
394,715
395,717
396,717
397,717
398,717
399,712
400,711
401,700
402,716
403,716
404,711
405,712
406,700
407,723
408,723
409,723
410,723
411,722
412,722
413,720
414,724
415,721
416,721
417,721
418,718
419,718
420,718
421,718
422,718
423,722
424,722
425,758
426,727
427,746
428,750
429,750
430,750
431,753
432,753
433,756
434,760
435,760
436,761
437,761
438,775
439,781
440,772
441,773
442,772
443,795
444,759
445,791
446,791
447,754
448,754
449,757
450,757
451,726
452,735
453,735
454,743
455,743
456,743
457,743
458,744
459,756
460,751
461,719
462,719
463,719
464,709
465,723
466,715
467,715
468,715
469,715
470,715
471,690
472,700
473,700
474,700
475,709
476,709
477,712
478,717
479,717
480,717
481,720
482,720
483,717
484,718
485,723
486,707
487,704
488,704
489,751
490,758
491,758
492,758
493,758
494,764
495,764
496,717
497,717
498,720
499,720
500,720
501,720
502,712
503,712
504,707
505,709
506,709
507,709
508,704
509,704
510,711
511,720
512,739
513,739
514,720
515,707
516,710
517,710
518,710
519,706
520,702
521,702
522,817
523,827
524,828
525,818
526,818
527,820
528,807
529,807
530,807
531,797
532,797
533,787
534,787
535,776
536,771
537,802
538,801
539,801
540,801
541,822
542,801
543,819
544,821
545,826
546,826
547,826
548,811
549,815
550,821
551,820
552,820
553,820
554,820
555,816
556,806
557,802
558,802
559,807
560,770
561,770
562,767
563,772
564,784
565,780
566,780
567,780
568,780
569,780
570,780
571,780
572,780
573,778
574,773
575,775
576,767
577,762
578,761
579,794
580,794
581,763
582,798
583,797
584,775
585,747
586,747
587,747
588,748
589,769
590,770
591,769
592,775
593,773
594,764
595,764
596,764
597,775
598,731
599,678
600,678
601,678
602,660
603,666
604,666
605,667
606,668
607,685
608,685
609,695
610,688
611,690
612,689
613,689
614,642
615,642
616,642
617,642
618,637
619,695
620,709
621,709
622,709
623,709
624,709
625,709
626,709
627,709
628,709
629,721
630,718
631,718
632,718
633,718
634,719
635,718
636,718
637,718
638,710
639,725
640,725
641,725
642,725
643,730
644,742
645,744
646,744
647,758
648,758
649,758
650,758
651,752
652,763
653,778
654,777
655,778
656,813
657,810
658,810
659,805
660,809
661,809
662,850
663,829
664,829
665,808
666,868
667,872
668,872
669,871
670,845
671,847
672,847
673,852
674,852
675,851
676,851
677,851
678,851
679,851
680,854
681,854
682,815
683,832
684,794
685,800
686,799
687,801
688,808
689,815
690,839
691,840
692,866
693,861
694,777
695,777
696,777
697,736
698,721
699,723
700,770
701,773
702,746
703,745
704,735
705,735
706,735
707,719
708,719
709,717
710,712
711,710
712,719
713,727
714,727
715,727
716,727
717,727
718,727
719,727
720,727
721,717
722,717
723,718
724,790
725,790
726,790
727,812
728,791
729,786
730,796
731,783
732,778
733,787
734,812
735,811
736,811
737,812
738,812
739,813
740,814
741,814
742,814
743,820
744,820
745,812
746,816
747,772
748,769
749,769
750,769
751,769
752,786
753,785
754,725
755,727
756,733
757,740
758,746
759,746
760,749
761,749
762,744
763,761
764,783
765,778
766,778
767,768
768,761
769,761
770,761
771,760
772,755
773,737
774,725
775,725
776,729
777,729
778,726
779,751
780,751
781,751
782,746
783,746
784,748
785,748
786,755
787,753
788,758
789,765
790,765
791,773
792,773
793,773
794,788
795,788
796,789
797,810
798,820
799,763
800,763
801,753
802,753
803,750
804,745
805,745
806,745
807,745
808,745
809,752
810,752
811,752
812,752
813,751
814,751
815,750
816,741
817,749
818,738
819,738
820,733
821,731
822,724
823,724
824,724
825,724
826,724
827,726
828,739
829,739
830,749
831,754
832,760
833,768
834,766
835,770
836,770
837,757
838,757
839,757
840,757
841,734
842,734
843,746
844,746
845,746
846,756
847,756
848,722
849,719
850,719
851,719
852,719
853,719
854,719
855,719
856,711
857,698
858,693
859,692
860,704
861,705
862,706
863,703
864,698
865,698
866,698
867,694
868,688
869,688
870,683
871,706
872,709
873,709
874,709
875,709
876,719
877,739
878,739
879,739
880,742
881,742
882,742
883,737
884,717
885,717
886,717
887,722
888,729
889,721
890,743
891,742
892,761
893,761
894,801
895,815
896,815
897,806
898,806
899,806
900,810
901,810
902,789
903,791
904,759
905,758
906,758
907,761
908,761
909,761
910,770
911,771
912,771
913,771
914,771
915,771
916,771
917,764
918,764
919,762
920,762
921,757
922,755
923,755
924,756
925,756
926,759
927,759
928,761
929,760
930,760
931,760
932,760
933,756
934,750
935,750
936,750
937,750
938,761
939,769
940,769
941,770
942,770
943,777
944,777
945,770
946,780
947,788
948,744
949,744
950,744
951,730
952,748
953,744
954,763
955,763
956,779
957,781
958,781
959,781
960,777
961,790
962,790
963,754
964,698
965,699
966,699
967,696
968,696
969,696
970,743
971,743
972,742
973,739
974,739
975,739
976,750
977,750
978,750
979,750
980,757
981,757
982,748
983,748
984,748
985,748
986,748
987,748
988,748
989,760
990,760
991,768
992,774
993,774
994,770
995,769
996,764
997,725
998,730
999,731
1000,757
1001,765
1002,765
1003,765
1004,765
1005,766
1006,747
1007,763
1008,763
1009,763
1010,762
1011,762
1012,786
1013,786
1014,785
1015,785
1016,785
1017,785
1018,721
1019,721
1020,716
1021,716
1022,716
1023,716
1024,756
1025,756
1026,756
1027,756
1028,759
1029,754
1030,760
1031,754
1032,765
1033,751
1034,751
1035,735
1036,729
1037,750
1038,750
1039,736
1040,736
1041,736
1042,736
1043,736
1044,736
1045,722
1046,722
1047,725
1048,721
1049,717
1050,717
1051,722
1052,724
1053,732
1054,728
1055,732
1056,730
1057,732
1058,732
1059,732
1060,714
1061,688
1062,688
1063,692
1064,723
1065,725
1066,725
1067,725
1068,725
1069,730
1070,725
1071,693
1072,696
1073,680
1074,653
1075,668
1076,668
1077,662
1078,664
1079,659
1080,659
1081,667
1082,653
1083,653
1084,647
1085,647
1086,648
1087,648
1088,648
1089,640
1090,640
1091,638
1092,634
1093,629
1094,628
1095,633
1096,633
1097,634
1098,633
1099,638
1100,638
1101,630
1102,622
1103,622
1104,622
1105,617
1106,601
1107,603
1108,603
1109,597
1110,593
1111,593
1112,593
1113,593
1114,595
1115,595
1116,591
1117,560
1118,574
1119,576
1120,579
1121,579
1122,579
1123,581
1124,622
1125,622
1126,622
1127,622
1128,611
1129,611
1130,611
1131,612
1132,625
1133,625
1134,620
1135,616
1136,616
1137,642
1138,645
1139,646
1140,646
1141,662
1142,662
1143,662
1144,670
1145,680
1146,680
1147,679
1148,656
1149,658
1150,658
1151,656
1152,656
1153,690
1154,690
1155,673
1156,673
1157,673
1158,671
1159,671
1160,671
1161,678
1162,678
1163,673
1164,673
1165,673
1166,673
1167,673
1168,673
1169,673
1170,648
1171,648
1172,648
1173,653
1174,647
1175,671
1176,671
1177,706
1178,706
1179,714
1180,714
1181,719
1182,699
1183,699
1184,694
1185,694
1186,732
1187,733
1188,731
1189,733
1190,728
1191,735
1192,739
1193,776
1194,776
1195,772
1196,764
1197,747
1198,699
1199,731
1200,731
1201,731
1202,722
1203,747
1204,743
1205,737
1206,737
1207,726
1208,726
1209,765
1210,768
1211,763
1212,760
1213,760
1214,760
1215,793
1216,793
1217,793
1218,793
1219,795
1220,795
1221,795
1222,791
1223,795
1224,795
1225,789
1226,789
1227,789
1228,794
1229,794
1230,801
1231,811
1232,804
1233,805
1234,805
1235,816
1236,805
1237,805
1238,800
1239,822
1240,822
1241,823
1242,823
1243,823
1244,814
1245,811
1246,756
1247,768
1248,768
1249,766
1250,737
1251,737
1252,737
1253,737
1254,737
1255,785
1256,788
1257,786
1258,786
1259,786
1260,823
1261,823
1262,823
1263,823
1264,826
1265,819
1266,790
1267,798
1268,798
1269,798
1270,798
1271,785
1272,797
1273,792
1274,792
1275,769
1276,769
1277,766
1278,755
1279,755
1280,769
1281,770
1282,776
1283,780
1284,765
1285,765
1286,765
1287,763
1288,763
1289,766
1290,766
1291,758
1292,758
1293,760
1294,768
1295,774
1296,774
1297,774
1298,774
1299,774
1300,776
1301,776
1302,776
1303,732
1304,734
1305,732
1306,732
1307,732
1308,730
1309,732
1310,730
1311,706
1312,706
1313,717
1314,713
1315,713
1316,708
1317,708
1318,723
1319,721
1320,721
1321,721
1322,721
1323,721
1324,714
1325,713
1326,716
1327,716
1328,716
1329,716
1330,718
1331,761
1332,762
1333,762
1334,768
1335,760
1336,760
1337,761
1338,761
1339,761
1340,761
1341,761
1342,761
1343,755
1344,759
1345,759
1346,766
1347,766
1348,764
1349,764
1350,764
1351,734
1352,734
1353,737
1354,737
1355,737
1356,732
1357,723
1358,723
1359,728
1360,728
1361,731
1362,732
1363,733
1364,735
1365,737
1366,738
1367,694
1368,694
1369,694
1370,707
1371,703
1372,703
1373,703
1374,703
1375,709
1376,714
1377,714
1378,714
1379,721
1380,721
1381,721
1382,721
1383,721
1384,711
1385,716
1386,720
1387,720
1388,720
1389,720
1390,719
1391,725
1392,724
1393,742
1394,742
1395,744
1396,744
1397,756
1398,756
1399,754
1400,748
1401,748
1402,748
1403,748
1404,748
1405,752
1406,754
1407,754
1408,753
1409,754
1410,748
1411,748
1412,748
1413,746
1414,748
1415,749
1416,765
1417,765
1418,765
1419,774
1420,774
1421,777
1422,777
1423,777
1424,753
1425,736
1426,749
1427,749
1428,710
1429,710
1430,713
1431,743
1432,732
1433,747
1434,755
1435,751
1436,751
1437,748
1438,747
1439,741
1440,719
1441,719
1442,719
1443,736
1444,736
1445,742
1446,742
1447,738
1448,738
1449,743
1450,743
1451,742
1452,755
1453,755
1454,755
1455,754
1456,742
1457,739
1458,739
1459,743
1460,743
1461,761
1462,751
1463,765
1464,745
1465,717
1466,717
1467,740
1468,740
1469,712
1470,719
1471,732
1472,732
1473,732
1474,731
1475,750
1476,750
1477,755
1478,754
1479,763
1480,756
1481,756
1482,754
1483,754
1484,754
1485,756
1486,761
1487,727
1488,727
1489,727
1490,731
1491,731
1492,731
1493,731
1494,731
1495,731
1496,711
1497,712
1498,716
1499,707
1500,707
1501,716
1502,716
1503,719
1504,719
1505,721
1506,721
1507,721
1508,687
1509,687
1510,690
1511,690
1512,690
1513,690
1514,692
1515,676
1516,677
1517,677
1518,677
1519,677
1520,677
1521,677
1522,681
1523,681
1524,680
1525,680
1526,680
1527,680
1528,683
1529,683
1530,683
1531,627
1532,627
1533,627
1534,627
1535,606
1536,606
1537,606
1538,639
1539,640
1540,640
1541,640
1542,640
1543,640
1544,640
1545,640
1546,641
1547,629
1548,629
1549,629
1550,629
1551,645
1552,706
1553,700
1554,700
1555,737
1556,737
1557,737
1558,731
1559,731
1560,731
1561,726
1562,730
1563,730
1564,740
1565,733
1566,732
1567,738
1568,740
1569,740
1570,733
1571,733
1572,731
1573,734
1574,771
1575,787
1576,787
1577,787
1578,787
1579,787
1580,787
1581,787
1582,787
1583,787
1584,781
1585,781
1586,781
1587,781
1588,781
1589,739
1590,739
1591,739
1592,739
1593,739
1594,739
1595,743
1596,743
1597,743
1598,754
1599,754
1600,764
1601,767
1602,762
1603,762
1604,763
1605,698
1606,725
1607,730
1608,742
1609,742
1610,738
1611,738
1612,739
1613,741
1614,749
1615,757
1616,757
1617,757
1618,751
1619,738
1620,726
1621,726
1622,726
1623,726
1624,719
1625,711
1626,711
1627,711
1628,711
1629,720
1630,720
1631,711
1632,710
1633,690
1634,693
1635,693
1636,693
1637,693
1638,683
1639,706
1640,708
1641,710
1642,710
1643,720
1644,720
1645,720
1646,720
1647,720
1648,719
1649,719
1650,719
1651,715
1652,709
1653,709
1654,720
1655,708
1656,710
1657,711
1658,713
1659,732
1660,729
1661,723
1662,723
1663,723
1664,732
1665,732
1666,732
1667,730
1668,730
1669,730
1670,730
1671,730
1672,730
1673,730
